P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S09	S08	S16	0.150775	7.01165	2.35523e-12	0.00362621	25467.2	2803	2068.5
S09	S08	S17	0.0100642	0.386886	0.69884	0.000181731	27450.5	1869.25	1832
S09	S08	S18	0.0149858	0.580101	0.561847	0.00027054	27431.5	1879.5	1824
S09	S08	S19	0.0148448	0.572797	0.566782	0.000267612	27432.5	1880	1825
S11	S10	S08	0.820258	102.886	2.3e-16	0.023211	58053.2	4721.75	466.25
S10	S08	S12	0.13619	7.01738	2.26064e-12	0.00339897	25812.5	2635.25	2003.5
S10	S08	S13	0.155622	9.15944	2.3e-16	0.00370382	25531.2	2796.75	2043.5
S10	S08	S14	0.239953	18.4962	2.3e-16	0.00881412	22292.8	4116.06	2523
S10	S08	S15	0.153462	8.64596	2.3e-16	0.00364383	25493.8	2773.5	2035.5
S10	S08	S16	0.154038	8.29795	2.3e-16	0.0036631	25486.2	2779.5	2037.5
S10	S08	S17	0.00541281	0.196285	0.844387	9.63624e-05	27458	1834.25	1814.5
S10	S08	S18	0.0112267	0.413389	0.679321	0.000199873	27441	1846.5	1805.5
S10	S08	S19	0.0110853	0.406726	0.68421	0.000197074	27442	1847	1806.5
S08	S11	S12	0.364682	18.2386	2.3e-16	0.0182674	21869.2	6331.19	2947.44
S08	S11	S13	0.198257	11.5346	2.3e-16	0.00795925	21739.8	4873.5	3260.81
S11	S08	S14	0.0196494	1.00017	0.317231	0.00108591	18974.2	5053	4858.25
S08	S11	S15	0.203827	12.0316	2.3e-16	0.00818184	21689.4	4875.69	3224.62
S08	S11	S16	0.204589	12.1168	2.3e-16	0.00821126	21672.7	4878.62	3221.44
S08	S11	S17	0.815392	70.6168	2.3e-16	0.0663385	22907.2	15134.1	1539
S18	S11	S08	0.874495	176.73	2.3e-16	0.104256	30674.2	22870.2	1531.25
S19	S11	S08	0.874265	175.81	2.3e-16	0.104258	23755.2	22874	1534.5
S12	S13	S08	0.0699585	2.54167	0.0110325	0.002189	53346.9	3385.75	2943
S12	S14	S08	0.48978	23.3517	2.3e-16	0.0247233	46200.9	7605.19	2604.62
S12	S15	S08	0.0731756	2.66259	0.00775427	0.00225945	53565.1	3351.12	2894.12
S12	S16	S08	0.0750758	2.6812	0.00733586	0.0023262	53534.4	3368.75	2898.25
S17	S12	S08	0.35436	10.9082	2.3e-16	0.0119512	41317.5	4675.25	2228.75
S18	S12	S08	0.347693	10.6209	2.3e-16	0.01181	27517.1	4684.75	2267.5
S19	S12	S08	0.347915	10.6117	2.3e-16	0.0118124	27513.2	4683.5	2265.75
S13	S14	S08	0.63492	24.3723	2.3e-16	0.0225837	68924.4	5868.19	1310.38
S13	S15	S08	0.00550034	0.220193	0.825721	7.0608e-05	80850.2	1302.5	1288.25
S13	S16	S08	0.0106988	0.400294	0.68894	0.0001375	80896.6	1310.75	1283
S17	S13	S08	0.358057	11.2658	2.3e-16	0.014114	19277.2	5479.25	2590
S18	S13	S08	0.354158	10.8876	2.3e-16	0.0139731	19306.5	5467.75	2607.75
S19	S13	S08	0.354285	10.8729	2.3e-16	0.0139755	19299.5	5467.25	2606.75
S15	S14	S08	0.688595	26.8738	2.3e-16	0.0225147	74564.6	5570.94	1027.38
S16	S14	S08	0.689671	27.546	2.3e-16	0.0224493	74718.1	5549.25	1019.19
S17	S14	S08	0.607846	38.7918	2.3e-16	0.036379	16621.5	9849.31	2402.25
S18	S14	S08	0.604903	37.9388	2.3e-16	0.0362413	16629.8	9840.31	2422.5
S19	S14	S08	0.604845	37.7171	2.3e-16	0.0362436	16628	9841.56	2423.25
S15	S16	S08	0.0586957	0.678971	0.497156	6.68964e-05	133029	121.75	108.25
S17	S15	S08	0.362123	11.7029	2.3e-16	0.0141836	19324.2	5460.75	2557.25
S18	S15	S08	0.357995	11.3104	2.3e-16	0.0140428	19348.5	5451.5	2577.25
S19	S15	S08	0.358124	11.2924	2.3e-16	0.0140452	19347.5	5451	2576.25
S17	S16	S08	0.362113	11.7602	2.3e-16	0.0142496	19288	5486.25	2569.25
S18	S16	S08	0.358004	11.357	2.3e-16	0.0141087	19314	5477	2589.25
S19	S16	S08	0.358133	11.3368	2.3e-16	0.0141111	19313	5476.5	2588.25
S17	S18	S08	0.126761	1.29326	0.195921	0.000142886	81649.5	130	100.75
S17	S19	S08	0.124324	1.38636	0.165636	0.000140444	81624.5	130	101.25
S19	S18	S08	0.037037	0.128789	0.897525	2.44285e-06	133536	7	6.5
S11	S10	S09	0.805219	71.6361	2.3e-16	0.0950055	20548	15406.2	1662.31
S09	S10	S12	0.0247245	0.379566	0.704268	5.58168e-05	72213.7	215	204.625
S09	S10	S13	0.0125	0.189578	0.84964	2.70434e-05	71900.2	222.75	217.25
S09	S10	S14	0.0268714	0.46597	0.641237	8.71342e-05	68260.4	300.938	285.188
S10	S09	S15	0.0169492	0.25975	0.795057	3.82652e-05	71872.7	232.5	224.75
S10	S09	S16	0.0164835	0.253903	0.79957	3.70259e-05	71862.2	231.25	223.75
S09	S10	S17	0.047619	0.905843	0.365019	8.53772e-05	74025.7	192.5	175
S09	S10	S18	0.0393487	0.763106	0.4454	7.06817e-05	74016.7	191.5	177
S09	S10	S19	0.0393487	0.763106	0.4454	7.05523e-05	74016.7	191.5	177
S09	S11	S12	0.69765	36.6707	2.3e-16	0.0216589	59137.6	4898.25	872.375
S09	S11	S13	0.52827	25.1011	2.3e-16	0.0116603	58997.9	3430.25	1058.81
S09	S11	S14	0.299395	9.86784	2.3e-16	0.00782306	55885.8	3068.56	1654.5
S09	S11	S15	0.529939	22.3226	2.3e-16	0.011758	58952.4	3437.44	1056.12
S09	S11	S16	0.533732	23.0094	2.3e-16	0.0118077	58931.8	3436.38	1044.69
S09	S11	S17	0.975247	421.091	2.3e-16	0.0665082	60279.8	13805.4	173
S09	S11	S18	0.989461	1118.38	2.3e-16	0.142331	60251.3	29354	155.5
S09	S11	S19	0.985991	882.318	2.3e-16	0.108386	60254.1	22433.9	158.25
S12	S13	S09	0.0591436	2.19636	0.0280659	0.00160711	53640	2920.12	2594
S12	S14	S09	0.461595	22.8436	2.3e-16	0.0198785	46590.9	6386.44	2352.56
S12	S15	S09	0.0680032	2.5513	0.0107323	0.00181778	53840.9	2896.62	2527.75
S12	S16	S09	0.0695322	2.55227	0.0107025	0.00186336	53808.2	2908.12	2530
S17	S12	S09	0.283867	8.82263	2.3e-16	0.00899372	41449	4164.62	2323
S18	S12	S09	0.279629	8.75332	2.3e-16	0.00894048	27663.1	4188.62	2358
S19	S12	S09	0.279778	8.73942	2.3e-16	0.00894048	27658.7	4186.88	2356.25
S13	S14	S09	0.607803	22.8828	2.3e-16	0.0183008	69569.1	4904	1196.25
S13	S15	S09	0.0195854	0.572763	0.566805	0.000211006	81390.8	1112.75	1070
S13	S16	S09	0.0237932	0.6605	0.508933	0.000256663	81439.1	1118.75	1066.75
S17	S13	S09	0.286578	9.6651	2.3e-16	0.0105864	19422.8	4866	2698.25
S18	S13	S09	0.28441	9.46592	2.3e-16	0.0105332	19467.5	4870	2713.25
S19	S13	S09	0.284485	9.46496	2.3e-16	0.0105332	19460	4869	2712.25
S15	S14	S09	0.651816	24.8148	2.3e-16	0.0180936	75246.4	4643.88	978.875
S16	S14	S09	0.653732	25.5008	2.3e-16	0.0180488	75401.6	4623.94	968.188
S17	S14	S09	0.53489	29.809	2.3e-16	0.0286935	16811	8430	2554.5
S18	S14	S09	0.532894	30.2375	2.3e-16	0.0286413	16833	8434.75	2570.25
S19	S14	S09	0.532822	30.0333	2.3e-16	0.0286413	16830.8	8435.5	2571
S15	S16	S09	0.0474968	0.487241	0.626087	4.5666e-05	133744	102	92.75
S17	S15	S09	0.293696	9.63954	2.3e-16	0.0107951	19462.2	4868.5	2658
S18	S15	S09	0.291498	9.44835	2.3e-16	0.010742	19499.8	4872.5	2673
S19	S15	S09	0.291576	9.4506	2.3e-16	0.010742	19498.2	4871.5	2672
S17	S16	S09	0.293569	9.74582	2.3e-16	0.0108403	19426.8	4890.5	2670.75
S18	S16	S09	0.291382	9.54146	2.3e-16	0.0107872	19466	4894.5	2685.75
S19	S16	S09	0.291459	9.54182	2.3e-16	0.0107872	19464.5	4893.5	2684.75
S17	S18	S09	0.0468085	0.48961	0.62441	5.37193e-05	81698	123	112
S17	S19	S09	0.0464135	0.561002	0.574796	5.37193e-05	81673.5	124	113
S19	S18	S09	0	0	1	0	133592	7	7
S10	S11	S12	0.729676	38.0452	2.3e-16	0.0216044	77884.3	4759.31	743.812
S10	S11	S13	0.563377	27.2627	2.3e-16	0.0116336	77736.1	3282.75	916.812
S10	S11	S14	0.320516	10.7991	2.3e-16	0.0077366	74583.4	2880.5	1482.19
S10	S11	S15	0.570003	27.2256	2.3e-16	0.0117959	77690.9	3290.19	901.125
S10	S11	S16	0.574028	27.6685	2.3e-16	0.0118443	77670.4	3289.38	890.188
S10	S11	S17	0.990794	874.863	2.3e-16	0.0664285	79038.2	13678.1	63.25
S10	S11	S18	0.997011	2340.49	2.3e-16	0.14227	79010.8	29227.8	43.75
S10	S11	S19	0.99584	1822.78	2.3e-16	0.108323	79013.5	22307.7	46.5
S12	S13	S10	0.0583057	2.13748	0.0325592	0.00158153	53629.9	2915.5	2594.25
S12	S14	S10	0.463436	21.2308	2.3e-16	0.0198854	46566.3	6377.56	2338.31
S12	S15	S10	0.0647648	2.32959	0.0198277	0.00172676	53835.2	2883.25	2532.5
S12	S16	S10	0.0662803	2.32552	0.0200444	0.00177353	53805.4	2897.75	2537.5
S17	S12	S10	0.282535	8.82681	2.3e-16	0.0089505	41437.8	4163.75	2329.25
S18	S12	S10	0.278812	8.77829	2.3e-16	0.00891181	27652.9	4188.75	2362.25
S19	S12	S10	0.278961	8.75608	2.3e-16	0.00891181	27648.4	4187	2360.5
S13	S14	S10	0.611011	21.6658	2.3e-16	0.0183329	69550.8	4901.5	1183.5
S13	S15	S10	0.0135104	0.429246	0.667745	0.00014546	81392.2	1106.5	1077
S13	S16	S10	0.0178531	0.529766	0.596274	0.000192303	81439.6	1111.75	1072.75
S17	S13	S10	0.285256	9.55001	2.3e-16	0.0105179	19407.8	4856.5	2700.75
S18	S13	S10	0.283597	9.38919	2.3e-16	0.0104792	19452.5	4860.5	2712.75
S19	S13	S10	0.283672	9.36861	2.3e-16	0.0104792	19445	4859.5	2711.75
S15	S14	S10	0.658984	23.8192	2.3e-16	0.0181901	75229.6	4642.88	954.375
S16	S14	S10	0.660873	24.3297	2.3e-16	0.0181441	75384.9	4622.94	943.938
S17	S14	S10	0.535401	29.7157	2.3e-16	0.0286579	16787.5	8422.25	2548.5
S18	S14	S10	0.53382	30.3727	2.3e-16	0.02862	16809.5	8427	2561.25
S19	S14	S10	0.533747	30.078	2.3e-16	0.02862	16807.2	8427.75	2562
S15	S16	S10	0.0492228	0.534084	0.593283	4.68499e-05	133751	101.25	91.75
S17	S15	S10	0.290659	9.61595	2.3e-16	0.0106618	19453.2	4851.75	2666.5
S18	S15	S10	0.28898	9.44357	2.3e-16	0.0106232	19490.8	4855.75	2678.5
S19	S15	S10	0.289057	9.42845	2.3e-16	0.0106232	19489.2	4854.75	2677.5
S17	S16	S10	0.29057	9.68911	2.3e-16	0.0107082	19417.8	4874	2679.25
S18	S16	S10	0.288899	9.50521	2.3e-16	0.0106695	19457	4878	2691.25
S19	S16	S10	0.288976	9.4882	2.3e-16	0.0106695	19455.5	4877	2690.25
S17	S18	S10	0.034188	0.361778	0.717518	3.90319e-05	81681.5	121	113
S17	S19	S10	0.0338983	0.425472	0.670492	3.90319e-05	81657	122	114
S19	S18	S10	0	0	1	0	133577	7	7
S13	S12	S11	0.199246	7.79009	6.66134e-15	0.00702299	51017.6	3997.5	2669.19
S12	S14	S11	0.145046	8.97494	2.3e-16	0.00757205	44403.6	5613.14	4191.08
S15	S12	S11	0.193515	7.22185	5.12923e-13	0.00674661	51221.2	3933.94	2658.25
S16	S12	S11	0.189754	6.9405	3.9071e-12	0.00664347	51190.1	3937.75	2681.69
S12	S17	S11	0.523294	18.1427	2.3e-16	0.0413456	36795.3	11301.7	3536.8
S11	S18	S12	0.734935	42.0148	2.3e-16	0.106948	26849.2	22955.8	3507.22
S12	S19	S11	0.700038	32.5371	2.3e-16	0.0874271	22963.7	19937	3517.77
S13	S14	S11	0.462258	17.308	2.3e-16	0.0145416	67601.1	4350.12	1599.75
S13	S15	S11	0.0243507	0.811165	0.417271	0.000278236	79003.6	1106.88	1054.25
S13	S16	S11	0.0334008	1.11602	0.264414	0.000381997	79046.4	1117.69	1045.44
S13	S17	S11	0.528733	23.4363	2.3e-16	0.048077	16237.8	13145.6	4052.44
S11	S18	S13	0.604609	33.7233	2.3e-16	0.0608246	28668	16223.8	3997.69
S11	S19	S13	0.604198	33.7159	2.3e-16	0.0607923	21749.9	16222	4002.44
S15	S14	S11	0.492335	17.5291	2.3e-16	0.0142673	73277.1	4088.62	1390.88
S16	S14	S11	0.491963	17.3579	2.3e-16	0.0141649	73424.6	4060.94	1382.81
S14	S17	S11	0.309465	11.2619	2.3e-16	0.034029	14043.6	13419.4	7076.62
S11	S18	S14	0.331973	15.1525	2.3e-16	0.0389433	28947.1	14011.3	7027.12
S11	S19	S14	0.331743	15.1668	2.3e-16	0.0389266	22028.5	14012.6	7031.38
S15	S16	S11	0.103357	0.986105	0.324082	0.000103789	131355	104.75	85.125
S15	S17	S11	0.526232	22.2126	2.3e-16	0.047812	16282.1	13110.2	4069.62
S11	S18	S15	0.60415	31.6412	2.3e-16	0.0611854	28629.6	16257.8	4011.88
S11	S19	S15	0.603872	31.639	2.3e-16	0.0611829	21711.2	16261.8	4016.38
S16	S17	S11	0.523588	22.0248	2.3e-16	0.0477128	16248.6	13125	4104.06
S11	S18	S16	0.600821	31.232	2.3e-16	0.0608498	28644.1	16225.9	4046.06
S11	S19	S16	0.60053	31.2291	2.3e-16	0.0608473	21726.1	16230.1	4050.81
S17	S18	S11	0.986737	664.752	2.3e-16	0.0865287	68058.3	15681.8	104.688
S17	S19	S11	0.961824	266.696	2.3e-16	0.0480735	68099.9	8826.06	171.75
S19	S18	S11	0.958992	257.202	2.3e-16	0.0403982	111457	7070.83	148.016
S14	S13	S12	0.429114	18.0465	2.3e-16	0.0480553	28988.9	11336	4528.38
S13	S15	S12	0.0331431	1.70117	0.0889119	0.00198099	33497.2	4163.44	3896.31
S13	S16	S12	0.0288922	1.55644	0.119603	0.00172236	33555.6	4135.38	3903.12
S13	S12	S17	0.851622	70.0052	2.3e-16	0.119	38114.6	24353	1951.5
S13	S12	S18	0.67997	36.626	2.3e-16	0.045389	38134.6	10563.1	2012.25
S13	S12	S19	0.680256	36.3616	2.3e-16	0.0453172	38139.4	10565.2	2010.5
S14	S15	S12	0.500305	21.7462	2.3e-16	0.0499409	33931.1	10607.8	3533.06
S14	S16	S12	0.500769	22.3159	2.3e-16	0.0496947	34082.3	10549	3509.12
S14	S12	S17	0.866209	88.4722	2.3e-16	0.1304	33744.1	26790.1	1920.62
S14	S12	S18	0.737289	56.2762	2.3e-16	0.0578491	33773.6	13009.7	1967.31
S14	S12	S19	0.737319	55.9596	2.3e-16	0.0577361	33776.3	13009.8	1967.06
S16	S15	S12	0.0496706	1.3296	0.18365	0.000259074	83075.5	368.5	333.625
S15	S12	S17	0.851618	71.1349	2.3e-16	0.118626	38295.1	24266.4	1944.62
S15	S12	S18	0.679323	38.6512	2.3e-16	0.0450215	38318.1	10479.5	2001.12
S15	S12	S19	0.67924	38.3621	2.3e-16	0.04492	38318.9	10477.6	2001.38
S16	S12	S17	0.852548	73.0834	2.3e-16	0.118852	38298.4	24304.5	1934.5
S16	S12	S18	0.681806	40.1789	2.3e-16	0.0452572	38317.9	10514.1	1989.25
S16	S12	S19	0.681614	39.8544	2.3e-16	0.0451553	38319.6	10513.2	1990.5
S18	S17	S12	0.963897	203.043	2.3e-16	0.0850356	56528.5	14068.5	258.625
S19	S17	S12	0.964047	204.298	2.3e-16	0.0850513	56504.6	14070.1	257.562
S19	S18	S12	0.0168694	0.184527	0.8536	1.65484e-05	108361	81	78.3125
S13	S15	S14	0.331868	24.2412	2.3e-16	0.0511517	17924.7	11914.2	5976.75
S13	S16	S14	0.341929	25.353	2.3e-16	0.052661	17881.7	11994.8	5882.12
S14	S13	S17	0.494726	21.8434	2.3e-16	0.0129407	57544.4	3728.31	1260.31
S14	S13	S18	0.496649	22.3953	2.3e-16	0.0130525	57529.4	3754.06	1262.56
S14	S13	S19	0.496793	22.5137	2.3e-16	0.0130084	57529.9	3748.06	1260.06
S15	S16	S13	0.0339443	0.655666	0.512039	0.000419511	54107.9	786.25	734.625
S13	S15	S17	0.0405801	1.10674	0.268405	0.000423642	66706.8	1022.5	942.75
S13	S15	S18	0.0368394	0.980901	0.326641	0.000384838	66671	1020.25	947.75
S13	S15	S19	0.0399288	1.06953	0.284833	0.000415842	66673.5	1022.25	943.75
S13	S16	S17	0.0159232	0.434101	0.664215	0.000167332	66789	1004.88	973.375
S13	S16	S18	0.0131529	0.348747	0.727279	0.000138011	66750.2	1001.38	975.375
S13	S16	S19	0.0161882	0.430729	0.666666	0.000169515	66753.8	1004.38	972.375
S17	S18	S13	0.072348	1.25008	0.211271	0.000215812	65122.8	302	261.25
S17	S19	S13	0.0608078	1.04635	0.295398	0.000181388	65100.5	298.75	264.5
S19	S18	S13	0.183099	0.845665	0.39774	3.44302e-05	116852	21	14.5
S15	S16	S14	0.106744	3.13558	0.00171517	0.00159047	60116.8	908.188	733
S14	S15	S17	0.557159	30.5272	2.3e-16	0.0133588	63234	3560.25	1012.5
S14	S15	S18	0.557937	32.3265	2.3e-16	0.0134324	63220	3579.75	1015.75
S14	S15	S19	0.558785	32.3798	2.3e-16	0.0134188	63220.5	3579.75	1013.25
S14	S16	S17	0.550884	32.0184	2.3e-16	0.0131058	63415.6	3518.38	1018.88
S14	S16	S18	0.551932	33.7588	2.3e-16	0.0131888	63401.3	3539.38	1021.88
S14	S16	S19	0.552783	33.8959	2.3e-16	0.0131757	63401.8	3539.38	1019.38
S17	S18	S14	0.0330618	0.555945	0.578249	0.00010007	67581.8	269.5	252.25
S17	S19	S14	0.0272597	0.467169	0.640379	8.26665e-05	67558.2	268.5	254.25
S19	S18	S14	0.103448	0.451746	0.651452	1.74047e-05	119338	16	13
S16	S15	S17	0.256991	2.60941	0.0090698	0.000256353	119176	118	69.75
S16	S15	S18	0.248	2.4228	0.0154013	0.000246861	119141	117	70.5
S16	S15	S19	0.248	2.42412	0.0153456	0.000246369	119142	117	70.5
S17	S18	S15	0.0585153	0.974586	0.329765	0.000178255	65051.2	303	269.5
S17	S19	S15	0.0576419	0.984829	0.324708	0.000175594	65026	302.75	269.75
S19	S18	S15	0.0149254	0.0660684	0.947323	2.66098e-06	116775	17	16.5
S17	S18	S16	0.0615452	1.05001	0.293714	0.000187483	65098.8	304	268.75
S17	S19	S16	0.0608848	1.04679	0.295195	0.000184823	65072.5	302.75	268
S19	S18	S16	0.0140845	0.0644175	0.948638	2.65982e-06	116822	18	17.5
S19	S18	S17	0.0269271	0.796986	0.425459	0.000206625	52496	486.25	460.75
