P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S18	S12	S01	0.406257	11.9615	2.3e-16	0.0153706	27356.9	5444.5	2298.75
S19	S12	S01	0.406324	11.9208	2.3e-16	0.0153682	27352.7	5443	2297.75
S13	S14	S01	0.663972	23.2665	2.3e-16	0.0305272	67958.3	7680.38	1551
S15	S13	S01	0.00136757	0.0462	0.963151	2.24116e-05	80002.8	1647.5	1643
S13	S16	S01	0.00798297	0.275453	0.782968	0.000130737	80037.9	1657.25	1631
S17	S13	S01	0.426692	12.8453	2.3e-16	0.0190142	19097.5	6506.25	2614.5
S18	S13	S01	0.424348	12.5802	2.3e-16	0.0189351	19135.8	6503.75	2628.5
S19	S13	S01	0.424316	12.5513	2.3e-16	0.0189327	19128.8	6503.25	2628.5
S15	S14	S01	0.71939	28.9759	2.3e-16	0.0305489	73545.6	7330.19	1196.31
S16	S14	S01	0.719242	28.2085	2.3e-16	0.0304004	73684.9	7294.31	1191.19
S17	S14	S01	0.680176	44.7288	2.3e-16	0.0489609	16371	12377.1	2356
S18	S14	S01	0.678343	44.52	2.3e-16	0.0488842	16387.8	12376.6	2372
S19	S14	S01	0.678194	44.1742	2.3e-16	0.0488819	16385.8	12377.6	2373.5
S15	S16	S01	0.110116	1.03345	0.301393	0.000153146	131857	155	124.25
S17	S15	S01	0.429637	13.2316	2.3e-16	0.0189922	19143	6467.5	2580.25
S18	S15	S01	0.427176	12.9669	2.3e-16	0.0189131	19175	6466	2595.25
S19	S15	S01	0.427145	12.9268	2.3e-16	0.0189107	19174	6465.5	2595.25
S17	S16	S01	0.430928	13.2473	2.3e-16	0.0191424	19101.5	6505	2587
S18	S16	S01	0.428477	12.9769	2.3e-16	0.0190634	19135.2	6503.5	2602
S19	S16	S01	0.428446	12.9377	2.3e-16	0.019061	19134.2	6503	2602
S17	S18	S01	0.0694737	0.717808	0.472876	8.06151e-05	81455	127	110.5
S17	S19	S01	0.07173	0.827569	0.407914	8.3058e-05	81429	127	110
S18	S19	S01	0.0344828	0.127424	0.898605	2.44308e-06	133345	7.5	7
S03	S04	S02	0.00271614	0.0902473	0.928091	4.45755e-05	43990.1	749.875	745.812
S03	S02	S05	0.010917	0.122701	0.902344	1.43707e-05	81735.1	115.75	113.25
S03	S02	S06	0.0270907	0.291752	0.770476	3.31679e-05	81788.6	109	103.25
S03	S02	S07	0.00816803	0.0881232	0.929779	1.01145e-05	81756.6	108	106.25
S02	S03	S08	0.00666667	0.0800821	0.936172	8.70124e-06	81653.6	113.25	111.75
S02	S03	S09	0.122977	1.08034	0.279991	0.000105963	88505.3	86.75	67.75
S02	S03	S10	0.0288184	0.232653	0.816031	2.78513e-05	88528.3	89.25	84.25
S03	S02	S11	0.0309883	0.240963	0.809584	2.68218e-05	92716.4	76.9375	72.3125
S03	S02	S12	0.0690691	0.640285	0.521988	3.1194e-05	110552	44.5	38.75
S03	S02	S13	0.265823	1.72506	0.084517	0.000104256	109808	50	29
S03	S02	S14	0.0517052	0.408478	0.682923	3.33092e-05	103702	59.75	53.875
S03	S02	S15	0.162338	0.965589	0.33425	6.23041e-05	109822	44.75	32.25
S03	S02	S16	0.167742	0.997733	0.318409	6.47952e-05	109788	45.25	32.25
S03	S02	S17	0.0666667	0.399575	0.68947	1.46524e-05	113690	24	21
S03	S02	S18	0.0434783	0.276518	0.78215	9.76038e-06	113673	24	22
S03	S02	S19	0.0434783	0.276518	0.78215	9.74251e-06	113673	24	22
S04	S02	S05	0.0499469	0.525867	0.598981	6.75389e-05	81746.9	123.5	111.75
S04	S02	S06	0.0732265	0.6725	0.501266	9.22878e-05	81800.9	117.25	101.25
S04	S02	S07	0.0556186	0.511815	0.60878	7.07969e-05	81768.9	116.25	104
S04	S02	S08	0.0413943	0.449237	0.65326	5.51048e-05	81665.4	119.5	110
S02	S04	S09	0.118012	0.950492	0.341862	0.000105963	88512.6	90	71
S02	S04	S10	0.0276243	0.207458	0.835652	2.78513e-05	88536.1	93	88
S04	S02	S11	0.0232745	0.168011	0.866575	2.10227e-05	92723.2	79.6875	76.0625
S04	S02	S12	0.0648148	0.568232	0.569877	2.84816e-05	110554	43.125	37.875
S04	S02	S13	0.258278	1.66457	0.0959987	9.68102e-05	109809	47.5	28
S04	S02	S14	0.0666667	0.553033	0.580241	4.39392e-05	103709	62	54.25
S04	S02	S15	0.0948012	0.57742	0.563656	3.86294e-05	109826	44.75	37
S04	S02	S16	0.10574	0.644047	0.519545	4.36131e-05	109793	45.75	37
S04	S02	S17	0.1	0.619895	0.535327	2.19785e-05	113695	24.75	20.25
S04	S02	S18	0.076087	0.49585	0.62	1.70805e-05	113678	24.75	21.25
S04	S02	S19	0.076087	0.49585	0.62	1.70493e-05	113678	24.75	21.25
S06	S05	S02	0.0134599	0.682173	0.495129	0.000348636	23888.5	2268.25	2208
S07	S05	S02	0.00657414	0.354194	0.723194	0.000169285	23904.8	2239.25	2210
S05	S08	S02	0.0138603	0.974901	0.329609	0.000448609	19894.8	2834.5	2757
S02	S05	S09	0.00579065	0.474261	0.635314	0.000308129	11561.2	4798.25	4743
S02	S05	S10	0.0103929	0.840774	0.400474	0.000552848	11550	4824.5	4725.25
S02	S05	S11	0.00674395	0.43811	0.661307	0.000328761	15194.6	4231.19	4174.5
S05	S02	S12	0.214937	7.36685	1.74749e-13	0.00464673	31319.8	2432	1571.5
S05	S02	S13	0.272859	10.3852	2.3e-16	0.00559156	30779.8	2641.5	1509
S05	S02	S14	0.410919	22.5359	2.3e-16	0.0149199	26609.7	4586.5	1914.94
S05	S02	S15	0.262786	10.204	2.3e-16	0.00544455	30797	2638.75	1540.5
S05	S02	S16	0.267008	10.4081	2.3e-16	0.0055542	30782	2658.5	1538
S05	S02	S17	0.0405007	1.34144	0.179779	0.000536975	33459.5	1413	1303
S05	S02	S18	0.0384828	1.25687	0.208799	0.000509725	33440	1410	1305.5
S05	S02	S19	0.0386456	1.26338	0.206453	0.000511226	33440.5	1411	1306
S06	S07	S02	0.0796915	1.19278	0.232956	0.000179381	70031.4	210	179
S06	S08	S02	0.0245566	1.50494	0.132341	0.000797089	19799.2	2873.62	2735.88
S02	S06	S09	0.00139794	0.131065	0.895724	7.38952e-05	11490.5	4745.75	4732.5
S02	S06	S10	0.00791376	0.690619	0.489805	0.000419162	11481.2	4792	4716.75
S02	S06	S11	0.00433153	0.327133	0.743567	0.000209871	15119	4195.31	4159.12
S06	S02	S12	0.206792	6.73469	1.6428e-11	0.00443963	31226	2398.5	1576.5
S06	S02	S13	0.275419	9.3505	2.3e-16	0.00569342	30748.2	2670.25	1517
S06	S02	S14	0.41655	20.5888	2.3e-16	0.0151221	26567.9	4604.94	1896.69
S06	S02	S15	0.271089	9.31117	2.3e-16	0.00563064	30761.2	2663.25	1527.25
S06	S02	S16	0.275135	9.47453	2.3e-16	0.00574025	30747.2	2684	1525.75
S06	S02	S17	0.0465784	1.55942	0.118896	0.000613812	33399	1412.75	1287
S06	S02	S18	0.0443395	1.48734	0.136926	0.000584067	33380	1410.25	1290.5
S06	S02	S19	0.0446767	1.49966	0.133703	0.000587864	33381	1411.75	1291
S07	S08	S02	0.019166	1.23466	0.216957	0.000617819	19863.2	2838.25	2731.5
S02	S07	S09	0.00541597	0.51967	0.603294	0.000285821	11494.8	4757	4705.75
S02	S07	S10	0.0120311	1.09116	0.275203	0.000636402	11486.5	4805.25	4691
S02	S07	S11	0.0091563	0.729644	0.465608	0.000442939	15123.3	4208.81	4132.44
S07	S02	S12	0.202915	6.47237	9.64779e-11	0.00436164	31252	2393.5	1586
S07	S02	S13	0.270073	9.27679	2.3e-16	0.00557192	30762.5	2653.5	1525
S07	S02	S14	0.412795	20.7655	2.3e-16	0.0149437	26572.9	4579	1903.19
S07	S02	S15	0.266519	9.20469	2.3e-16	0.00552343	30776.5	2647.5	1533.25
S07	S02	S16	0.26999	9.37307	2.3e-16	0.00562321	30762.5	2668.25	1533.75
S07	S02	S17	0.0419918	1.3406	0.180051	0.000551611	33419.2	1402	1289
S07	S02	S18	0.0398961	1.28905	0.197382	0.00052435	33401.8	1401	1293.5
S07	S02	S19	0.0400593	1.29611	0.194937	0.000525824	33402.2	1402	1294
S02	S08	S09	0.0167356	1.12068	0.262424	0.000885348	11559.2	4822.25	4663.5
S02	S08	S10	0.0219533	1.57003	0.116408	0.00115722	11530	4835.5	4627.75
S02	S08	S11	0.0177091	1.13785	0.255183	0.000856156	15191.9	4241.88	4094.25
S08	S02	S12	0.227535	9.0943	2.3e-16	0.0048938	31410.5	2445.25	1538.75
S08	S02	S13	0.292826	11.3761	2.3e-16	0.00598787	30894	2678.25	1465
S08	S02	S14	0.430035	26.6617	2.3e-16	0.0154645	26707.2	4606.5	1836
S08	S02	S15	0.284336	11.4913	2.3e-16	0.00584254	30898.5	2662.75	1483.75
S08	S02	S16	0.288747	11.4348	2.3e-16	0.00594716	30879.5	2678.5	1478.25
S08	S02	S17	0.0722455	2.40785	0.0160467	0.000947859	33565.5	1441.5	1247.25
S08	S02	S18	0.0676104	2.25396	0.024199	0.000884979	33540.5	1433	1251.5
S08	S02	S19	0.0679323	2.26414	0.0235658	0.000888223	33541.5	1434.5	1252
S10	S09	S02	0.00488906	0.139297	0.889216	3.61954e-05	49058.9	668	661.5
S11	S09	S02	0.694424	50.7667	2.3e-16	0.0228641	39773.4	5126.38	924.5
S09	S02	S12	0.291417	12.7527	2.3e-16	0.0083315	25500.9	3431.38	1882.75
S09	S02	S13	0.352458	14.7095	2.3e-16	0.00969629	25103.5	3783.5	1811.5
S09	S02	S14	0.524174	36.2911	2.3e-16	0.0242278	21571.9	6367	1987.69
S09	S02	S15	0.342175	15.524	2.3e-16	0.00942718	25084.5	3744.5	1835.25
S09	S02	S16	0.345506	15.1514	2.3e-16	0.00955181	25072.5	3767.25	1832.5
S09	S02	S17	0.0605862	2.30439	0.0212009	0.00112942	27254.5	2026.25	1794.75
S09	S02	S18	0.0618718	2.39775	0.0164962	0.00115528	27245.5	2033.75	1796.75
S09	S02	S19	0.0619619	2.39366	0.0166812	0.0011556	27246.5	2035.25	1797.75
S11	S10	S02	0.809703	77.0753	2.3e-16	0.0228287	58227.6	4688.38	493
S10	S02	S12	0.293461	12.5626	2.3e-16	0.00827615	25453	3390	1851.75
S10	S02	S13	0.354676	16.685	2.3e-16	0.00966951	25069	3755.5	1789
S10	S02	S14	0.525133	36.7828	2.3e-16	0.0241428	21534.9	6336.5	1972.94
S10	S02	S15	0.346906	17.2747	2.3e-16	0.00946508	25055	3721.5	1804.5
S10	S02	S16	0.350318	16.8847	2.3e-16	0.00958848	25042	3743.25	1801
S10	S02	S17	0.0570059	1.99971	0.045532	0.00104413	27205.8	1984	1770
S10	S02	S18	0.0591048	2.13434	0.032815	0.00108467	27198.8	1993.5	1771
S10	S02	S19	0.0591983	2.1308	0.0331053	0.00108512	27199.8	1995	1772
S02	S11	S12	0.250506	8.75648	2.3e-16	0.0134396	21573.5	6183.12	3705.88
S02	S11	S13	0.0448174	1.87576	0.0606887	0.00198325	21374.7	4656	4256.56
S11	S02	S14	0.25343	10.2199	2.3e-16	0.016534	18335.9	7332.86	4367.61
S02	S11	S15	0.0531359	2.37097	0.0177415	0.00235306	21344.1	4678.06	4206
S02	S11	S16	0.0513785	2.26733	0.0233702	0.00227764	21321.7	4675.25	4218.31
S02	S11	S17	0.800058	66.3433	2.3e-16	0.0654527	22700.9	15075.4	1674.5
S18	S11	S02	0.863329	174.904	2.3e-16	0.102594	30624.5	22672.9	1663
S19	S11	S02	0.863061	175.624	2.3e-16	0.102592	23704.9	22676.1	1666.75
S12	S13	S02	0.0949696	3.1802	0.00147175	0.00371695	53068.6	4320.75	3571.25
S12	S14	S02	0.527275	25.2161	2.3e-16	0.034043	45766.9	9941.75	3077.19
S12	S15	S02	0.0939956	3.35402	0.000796478	0.00361777	53280.2	4245.25	3515.75
S12	S16	S02	0.0980342	3.30829	0.000938687	0.0037901	53245.4	4280	3515.75
S17	S12	S02	0.411015	12.08	2.3e-16	0.0154234	41157.8	5422	2263.25
S18	S12	S02	0.406251	11.9345	2.3e-16	0.0153441	27364.4	5438.5	2296.25
S19	S12	S02	0.406318	11.8928	2.3e-16	0.0153417	27360.2	5437	2295.25
S13	S14	S02	0.663091	23.4882	2.3e-16	0.0304392	67954.3	7668.56	1553.5
S15	S13	S02	0.00608458	0.209331	0.83419	9.95448e-05	80002.2	1653.5	1633.5
S13	S16	S02	0.00449592	0.158477	0.874081	7.34217e-05	80033.4	1647.75	1633
S17	S13	S02	0.42836	12.8737	2.3e-16	0.019083	19100.8	6516	2607.75
S18	S13	S02	0.426015	12.6001	2.3e-16	0.019004	19139	6513.5	2621.75
S19	S13	S02	0.425983	12.571	2.3e-16	0.0190016	19132	6513	2621.75
S15	S14	S02	0.719903	29.6751	2.3e-16	0.0305357	73551.8	7328.56	1193.5
S16	S14	S02	0.719583	28.8069	2.3e-16	0.030368	73687.3	7288.94	1188.62
S17	S14	S02	0.680848	45.3997	2.3e-16	0.0489413	16374.2	12372.6	2349.25
S18	S14	S02	0.679012	45.1541	2.3e-16	0.0488647	16391	12372.1	2365.25
S19	S14	S02	0.678863	44.7817	2.3e-16	0.0488624	16389	12373.1	2366.75
S15	S16	S02	0.123556	1.18162	0.237355	0.000172959	131865	158	123.25
S17	S15	S02	0.430247	13.2321	2.3e-16	0.0189854	19147.2	6462.75	2574.5
S18	S15	S02	0.427782	12.9643	2.3e-16	0.0189063	19179.2	6461.25	2589.5
S19	S15	S02	0.427751	12.9242	2.3e-16	0.0189039	19178.2	6460.75	2589.5
S17	S16	S02	0.431787	13.2366	2.3e-16	0.019155	19105.8	6504.25	2581.25
S18	S16	S02	0.429333	12.9646	2.3e-16	0.019076	19139.5	6502.75	2596.25
S19	S16	S02	0.429302	12.9257	2.3e-16	0.0190736	19138.5	6502.25	2596.25
S17	S18	S02	0.0694737	0.717808	0.472876	8.05654e-05	81465	127	110.5
S17	S19	S02	0.07173	0.827569	0.407914	8.30068e-05	81439	127	110
S18	S19	S02	0.0344828	0.127424	0.898605	2.44157e-06	133355	7.5	7
S04	S03	S05	0.327434	1.62575	0.104004	5.31689e-05	124885	18.75	9.5
S04	S03	S06	0.322835	1.62407	0.104361	5.91219e-05	124951	21	10.75
S04	S03	S07	0.328125	1.65068	0.0988035	6.06831e-05	124916	21.25	10.75
S04	S03	S08	0.392857	2.11306	0.0345959	6.38056e-05	124804	19.5	8.5
S03	S04	S09	0	0	1	0	131672	8.75	8.75
S03	S04	S10	0	0	1	0	131693	9.75	9.75
S03	S04	S11	0.0571429	0.232509	0.816143	5.79932e-06	135897	9.25	8.25
S03	S04	S12	0.0571429	0.172006	0.863433	2.71252e-06	153761	4.625	4.125
S03	S04	S13	0.130435	0.351999	0.724839	7.44689e-06	153028	6.5	5
S04	S03	S14	0.12	0.523179	0.60085	1.06305e-05	146901	8.75	6.875
S03	S04	S15	0.44186	1.63872	0.101271	2.36755e-05	153037	7.75	3
S03	S04	S16	0.377778	1.27035	0.20396	2.1183e-05	153004	7.75	3.5
S04	S03	S17	0.75	3.01087e-314	nan	7.32615e-06	156915	1.75	0.25
S04	S03	S18	0.75	3.01087e-314	nan	7.32023e-06	156897	1.75	0.25
S04	S03	S19	0.75	3.01087e-314	nan	7.30683e-06	156897	1.75	0.25
S06	S05	S03	0.0142074	0.714336	0.475019	0.000367989	23889.2	2266.5	2203
S07	S05	S03	0.0064182	0.347675	0.728084	0.000165194	23902.5	2234.5	2206
S05	S08	S03	0.0145445	1.02507	0.305332	0.000472475	19901.2	2842.5	2761
S03	S05	S09	0.00380687	0.298199	0.765551	0.000202188	11539.8	4779.25	4743
S03	S05	S10	0.00987868	0.786209	0.431745	0.000525011	11540.5	4817.5	4723.25
S03	S05	S11	0.00729232	0.45592	0.648448	0.000355571	15195.5	4234.56	4173.25
S05	S03	S12	0.213861	7.31661	2.54241e-13	0.00461568	31316.8	2425.75	1571
S05	S03	S13	0.268122	10.2124	2.3e-16	0.00548787	30785.2	2628.5	1517
S05	S03	S14	0.410457	22.3487	2.3e-16	0.0148871	26606.6	4580.06	1914.38
S05	S03	S15	0.260512	10.0606	2.3e-16	0.00538258	30795	2626.75	1541
S05	S03	S16	0.264604	10.2443	2.3e-16	0.00548976	30780.5	2646.5	1539
S05	S03	S17	0.0394688	1.30071	0.193356	0.00052233	33456	1409	1302
S05	S03	S18	0.0378299	1.2276	0.219599	0.000499969	33435.5	1406	1303.5
S05	S03	S19	0.0379934	1.23413	0.217155	0.000501488	33436	1407	1304
S06	S07	S03	0.0895141	1.32994	0.183538	0.000202829	70036.2	213	178
S06	S08	S03	0.0257973	1.61624	0.106043	0.000840291	19807	2882.88	2737.88
S06	S03	S09	0.000607453	0.0555061	0.955735	3.207e-05	11469	4735.75	4730
S03	S06	S10	0.00739299	0.642295	0.520682	0.000391321	11469.8	4786.25	4716
S03	S06	S11	0.00488177	0.356825	0.721223	0.000236685	15118.4	4200.5	4159.69
S06	S03	S12	0.205514	6.7281	1.71891e-11	0.00440857	31221.5	2394	1577.75
S06	S03	S13	0.271116	9.22102	2.3e-16	0.00558975	30747.5	2654.25	1522
S06	S03	S14	0.416543	20.7834	2.3e-16	0.0150893	26558.1	4595	1892.62
S06	S03	S15	0.268812	9.27003	2.3e-16	0.00556869	30756.2	2651.5	1528
S06	S03	S16	0.272727	9.43483	2.3e-16	0.00567582	30742.8	2672.25	1527
S06	S03	S17	0.0455515	1.51963	0.128603	0.000599169	33392.2	1408.75	1286
S06	S03	S18	0.0436961	1.45938	0.144459	0.000574312	33372.2	1406.25	1288.5
S06	S03	S19	0.0440345	1.47191	0.141046	0.000578127	33373.2	1407.75	1289
S07	S08	S03	0.0197168	1.31722	0.187766	0.000637591	19868	2844.5	2734.5
S03	S07	S09	0.00341261	0.320357	0.748698	0.000179877	11477.2	4741.25	4709
S03	S07	S10	0.0115124	1.0411	0.297828	0.000608568	11479	4799.5	4690.25
S03	S07	S11	0.00970409	0.746242	0.455521	0.000469745	15126.8	4214	4133
S07	S03	S12	0.201635	6.46013	1.04613e-10	0.00433058	31251.5	2389	1587.25
S07	S03	S13	0.265747	9.11513	2.3e-16	0.00546823	30765.8	2637.5	1530
S07	S03	S14	0.412844	20.9742	2.3e-16	0.0149109	26566.6	4568.56	1898.62
S07	S03	S15	0.264224	9.13961	2.3e-16	0.00546147	30775.5	2635.75	1534
S07	S03	S16	0.267565	9.30817	2.3e-16	0.00555877	30762	2656.5	1535
S07	S03	S17	0.0409531	1.30354	0.192389	0.000536967	33416.5	1398	1288
S07	S03	S18	0.0392412	1.25997	0.207681	0.000514595	33398	1397	1291.5
S07	S03	S19	0.0394052	1.26706	0.205134	0.000516087	33398.5	1398	1292
S03	S08	S09	0.0147311	0.97752	0.328312	0.000779468	11551.8	4813.25	4673.5
S03	S08	S10	0.0214046	1.50282	0.132886	0.0011294	11533.5	4837.5	4634.75
S03	S08	S11	0.0182253	1.14348	0.25284	0.000882946	15204.5	4253	4100.75
S08	S03	S12	0.226163	8.93691	2.3e-16	0.00486276	31414.2	2441.75	1541
S08	S03	S13	0.288523	11.1952	2.3e-16	0.00588423	30900.5	2662.25	1470
S08	S03	S14	0.429957	26.4921	2.3e-16	0.0154317	26705.4	4597.31	1832.69
S08	S03	S15	0.282104	11.2928	2.3e-16	0.00578059	30900.5	2650.75	1484.25
S08	S03	S16	0.286378	11.2518	2.3e-16	0.00588275	30882	2666.5	1479.25
S08	S03	S17	0.0711562	2.35865	0.0183414	0.00093322	33568	1439.5	1248.25
S08	S03	S18	0.0669152	2.21872	0.0265061	0.000875227	33542	1431	1251.5
S08	S03	S19	0.0672378	2.22944	0.0257848	0.00087849	33543	1432.5	1252
S10	S09	S03	0.0155598	0.461707	0.644291	0.000114325	49040.9	669	648.5
S11	S09	S03	0.699818	50.7803	2.3e-16	0.023025	39759.8	5131.75	906.25
S09	S03	S12	0.290157	12.5603	2.3e-16	0.00830056	25524.4	3430.12	1887.25
S09	S03	S13	0.349141	14.2738	2.3e-16	0.00959303	25129.5	3769.5	1818.5
S09	S03	S14	0.523706	35.6628	2.3e-16	0.0241953	21592	6362.19	1988.75
S09	S03	S15	0.34027	15.213	2.3e-16	0.00936546	25107	3735.5	1838.75
S09	S03	S16	0.343553	14.8167	2.3e-16	0.00948763	25095	3757.75	1836
S09	S03	S17	0.0597229	2.30071	0.0214079	0.00111478	27277.5	2027.25	1798.75
S09	S03	S18	0.0612857	2.39801	0.0164842	0.00114553	27267.5	2034.75	1799.75
S09	S03	S19	0.0613761	2.39506	0.0166178	0.00114587	27268.5	2036.25	1800.75
S11	S10	S03	0.811698	75.787	2.3e-16	0.0229133	58227	4692.75	487.75
S10	S03	S12	0.292294	12.3672	2.3e-16	0.00824522	25461.5	3387.75	1855.25
S10	S03	S13	0.351332	16.1968	2.3e-16	0.00956625	25081	3741.5	1796
S10	S03	S14	0.524521	36.1102	2.3e-16	0.0241103	21542.1	6332.81	1975.12
S10	S03	S15	0.344987	16.922	2.3e-16	0.00940336	25063.5	3712.5	1808
S10	S03	S16	0.34835	16.4922	2.3e-16	0.00952431	25050.5	3733.75	1804.5
S10	S03	S17	0.0561319	1.99759	0.0457611	0.00102949	27214.8	1985	1774
S10	S03	S18	0.0585113	2.13755	0.0325536	0.00107492	27206.8	1994.5	1774
S10	S03	S19	0.0586051	2.13473	0.0327834	0.00107539	27207.8	1996	1775
S03	S11	S12	0.250878	8.75079	2.3e-16	0.0134704	21575.9	6190.12	3707.12
S03	S11	S13	0.0471921	1.93141	0.0534325	0.0020873	21378.8	4664.75	4244.31
S11	S03	S14	0.252889	10.0562	2.3e-16	0.0165012	18335.1	7330.81	4371.44
S03	S11	S15	0.0545536	2.37583	0.0175095	0.00241522	21344.9	4683.44	4198.88
S03	S11	S16	0.0528536	2.27192	0.0230914	0.00234228	21322.4	4680.62	4210.69
S03	S11	S17	0.799784	65.9739	2.3e-16	0.0654664	22702.5	15081.6	1677.75
S18	S11	S03	0.863084	173.842	2.3e-16	0.102713	30629.8	22673.5	1666.25
S19	S11	S03	0.862815	174.635	2.3e-16	0.10271	23710.2	22676.8	1670
S12	S13	S03	0.092999	3.1087	0.00187912	0.00364598	53083.6	4314.75	3580.5
S12	S14	S03	0.527453	25.5063	2.3e-16	0.034086	45770.4	9939.38	3074.94
S12	S15	S03	0.0931049	3.30081	0.000964052	0.00358888	53290.2	4242.75	3520
S12	S16	S03	0.0970886	3.2565	0.00112796	0.00375895	53255.4	4277	3520
S17	S12	S03	0.41051	12.1284	2.3e-16	0.0154296	41163.5	5422	2266
S18	S12	S03	0.405674	11.9829	2.3e-16	0.0153453	27369.1	5437.5	2299
S19	S12	S03	0.405741	11.9416	2.3e-16	0.0153429	27364.9	5436	2298
S13	S14	S03	0.665227	23.7883	2.3e-16	0.0305514	67964.3	7672.69	1542.5
S15	S13	S03	0.00350449	0.121571	0.903239	5.73099e-05	80016.2	1646.5	1635
S13	S16	S03	0.0069471	0.246483	0.805309	0.00011338	80047.4	1648.75	1626
S17	S13	S03	0.426761	12.779	2.3e-16	0.0190193	19108.8	6503	2612.75
S18	S13	S03	0.424353	12.5131	2.3e-16	0.0189354	19146	6499.5	2626.75
S19	S13	S03	0.424321	12.4844	2.3e-16	0.018933	19139	6499	2626.75
S15	S14	S03	0.720871	29.8718	2.3e-16	0.0306069	73559.8	7330.75	1189.06
S16	S14	S03	0.720573	28.9693	2.3e-16	0.0304414	73695.9	7291.62	1184.19
S17	S14	S03	0.680716	45.298	2.3e-16	0.0489896	16378	12370.4	2350
S18	S14	S03	0.678858	45.0577	2.3e-16	0.0489082	16393.8	12368.9	2366
S19	S14	S03	0.678709	44.6934	2.3e-16	0.0489059	16391.8	12369.9	2367.5
S15	S16	S03	0.121995	1.1645	0.244221	0.000170684	131878	157.5	123.25
S17	S15	S03	0.429267	13.1515	2.3e-16	0.0189631	19154.2	6457.25	2578.5
S18	S15	S03	0.42674	12.8896	2.3e-16	0.0188792	19185.2	6454.75	2593.5
S19	S15	S03	0.426708	12.8502	2.3e-16	0.0188768	19184.2	6454.25	2593.5
S17	S16	S03	0.430781	13.1546	2.3e-16	0.0191305	19112.8	6498.25	2585.25
S18	S16	S03	0.428265	12.8875	2.3e-16	0.0190466	19145.5	6495.75	2600.25
S19	S16	S03	0.428234	12.8494	2.3e-16	0.0190442	19144.5	6495.25	2600.25
S17	S18	S03	0.0733753	0.758347	0.448243	8.5557e-05	81468	128	110.5
S17	S19	S03	0.0756303	0.873082	0.382618	8.80015e-05	81442	128	110
S18	S19	S03	0.0344828	0.127424	0.898605	2.44469e-06	133357	7.5	7
S06	S05	S04	0.0144311	0.719907	0.471583	0.00037433	23899	2267	2202.5
S07	S05	S04	0.00669932	0.359891	0.718929	0.000172691	23912.5	2235.25	2205.5
S05	S08	S04	0.0142328	0.994937	0.319767	0.000463009	19911.2	2841.5	2761.75
S04	S05	S09	0.00380607	0.29679	0.766627	0.000202188	11531.5	4780.25	4744
S04	S05	S10	0.00987661	0.781274	0.434642	0.000525011	11532.2	4818.5	4724.25
S04	S05	S11	0.00717083	0.446138	0.655497	0.000349774	15187.2	4235.56	4175.25
S05	S04	S12	0.214053	7.27611	3.43503e-13	0.00461838	31306.6	2425.38	1570.12
S05	S04	S13	0.268678	10.1752	2.3e-16	0.00549528	30773.8	2627.75	1514.75
S05	S04	S14	0.410145	22.2761	2.3e-16	0.0148766	26598.5	4579.31	1915.5
S05	S04	S15	0.261919	10.1373	2.3e-16	0.00540613	30781.2	2627	1536.5
S05	S04	S16	0.265858	10.3285	2.3e-16	0.00551083	30767.2	2646.75	1535
S05	S04	S17	0.0389084	1.27628	0.201858	0.000515008	33447.8	1408.5	1303
S05	S04	S18	0.0372694	1.20379	0.228673	0.000492653	33427.2	1405.5	1304.5
S05	S04	S19	0.0374332	1.21028	0.226173	0.000494185	33427.8	1406.5	1305
S06	S07	S04	0.0889315	1.32124	0.186423	0.000201674	70046.4	212.75	178
S06	S08	S04	0.0256627	1.61201	0.10696	0.000837164	19817.8	2882.62	2738.38
S06	S04	S09	0.000607485	0.0551938	0.955984	3.207e-05	11458.5	4735.5	4729.75
S04	S06	S10	0.00739337	0.637984	0.523484	0.000391321	11459.2	4786	4715.75
S04	S06	S11	0.00476187	0.346532	0.728943	0.000230887	15107.9	4200.25	4160.44
S06	S04	S12	0.205666	6.68948	2.23961e-11	0.00441127	31210.8	2394	1577.25
S06	S04	S13	0.271541	9.18709	2.3e-16	0.00559716	30736	2654.5	1520.75
S06	S04	S14	0.416102	20.7114	2.3e-16	0.0150788	26549.9	4595.25	1894.75
S06	S04	S15	0.270126	9.32866	2.3e-16	0.00559223	30742.2	2652.5	1524.25
S06	S04	S16	0.273886	9.50023	2.3e-16	0.00569688	30729.2	2673.25	1523.75
S06	S04	S17	0.0449615	1.49165	0.13579	0.000591847	33383.8	1409	1287.75
S06	S04	S18	0.0431074	1.4316	0.152259	0.000566996	33363.8	1406.5	1290.25
S06	S04	S19	0.043446	1.44404	0.148729	0.000570825	33364.8	1408	1290.75
S07	S08	S04	0.0196272	1.31208	0.189493	0.000635618	19878.8	2844.25	2734.75
S04	S07	S09	0.00341279	0.318872	0.749823	0.000179877	11466.5	4741	4708.75
S04	S07	S10	0.011513	1.03458	0.300865	0.000608568	11468.2	4799.25	4690
S04	S07	S11	0.00958371	0.734368	0.462724	0.000463949	15116	4213.75	4133.75
S07	S04	S12	0.201786	6.4269	1.3023e-10	0.00433328	31240.5	2389	1586.75
S07	S04	S13	0.266171	9.09301	2.3e-16	0.00547564	30754	2637.75	1528.75
S07	S04	S14	0.412402	20.9251	2.3e-16	0.0149004	26558.2	4568.81	1900.75
