P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S17	S15	S01	0.129252	0.710243	0.477554	2.32148e-05	114930	20.75	16
S18	S15	S01	0.097561	0.546136	0.584973	1.95493e-05	114873	22.5	18.5
S19	S15	S01	0.0588235	0.322314	0.747215	1.22184e-05	114881	22.5	20
S17	S16	S01	0.0559006	0.266033	0.790214	1.09965e-05	117771	21.25	19
S18	S16	S01	0.0352941	0.17152	0.863815	7.331e-06	117749	22	20.5
S19	S16	S01	0	0	1	0	117768	21	21
S17	S18	S01	0.12	0.244949	0.806496	3.66549e-06	151724	3.5	2.75
S17	S19	S01	0.290323	0.649181	0.516221	1.09965e-05	151840	5	2.75
S18	S19	S01	1	3.01176e-314	nan	7.331e-06	179814	1.5	0
S04	S03	S02	0.00166138	0.0457305	0.963525	1.46381e-05	41932.5	829	826.25
S03	S05	S02	0.0207293	0.548188	0.583563	0.000182313	41909.5	843.25	809
S03	S06	S02	0.0114665	0.304351	0.760861	0.000101137	41922.5	838	819
S03	S07	S02	0.0132971	0.354292	0.72312	0.000117106	41953.2	838.25	816.25
S03	S02	S08	0.0173743	0.941532	0.346433	0.000477543	20017.8	2869.25	2771.25
S03	S02	S09	0.00433057	0.204537	0.837934	0.000117089	20077.8	2783	2759
S03	S02	S10	0.0198699	1.03026	0.302888	0.000542295	19968.8	2861.5	2750
S02	S03	S11	0.00636267	0.32165	0.747718	0.000175724	20124.8	2847	2811
S03	S02	S12	0.00492178	0.276694	0.782015	0.000136052	20113.8	2858.5	2830.5
S02	S03	S13	0.00451048	0.240143	0.81022	0.000124756	20064	2839.5	2814
S02	S03	S14	0.00292165	0.155026	0.8768	8.07553e-05	20075.5	2832	2815.5
S02	S03	S15	0.00398759	0.215884	0.829078	0.000109956	20068.8	2832.5	2810
S02	S03	S16	0.00221572	0.117485	0.906476	6.05223e-05	20076.8	2827	2814.5
S02	S03	S17	0.00381172	0.202158	0.839793	0.000105464	20073	2831	2809.5
S02	S03	S18	0.00381307	0.202858	0.839246	0.000105113	20071.2	2830	2808.5
S02	S03	S19	0.00381307	0.202858	0.839246	0.000105174	20069.8	2830	2808.5
S04	S05	S02	0.115625	1.56881	0.116693	0.000196949	74755.4	178.5	141.5
S04	S06	S02	0.0681284	1.02498	0.305371	0.000115774	74767.5	170.5	148.75
S04	S07	S02	0.0775255	1.13301	0.257212	0.000131743	74761.4	172	147.25
S04	S02	S08	0.00917998	0.468813	0.639203	0.000253447	20004	2858.25	2806.25
S02	S04	S09	0.00125922	0.0564296	0.955	3.4155e-05	20068	2783	2776
S04	S02	S10	0.0123194	0.623433	0.533	0.000338092	19960	2855.5	2786
S02	S04	S11	0.00914205	0.441191	0.659075	0.000253824	20129	2870	2818
S04	S02	S12	0.00351309	0.181227	0.856189	9.71836e-05	20109	2856.5	2836.5
S02	S04	S13	0.00787262	0.381936	0.702509	0.000217711	20051.2	2848.5	2804
S02	S04	S14	0.00495531	0.242774	0.808181	0.000137039	20068.5	2839.25	2811.25
S02	S04	S15	0.00611431	0.30391	0.761197	0.000168599	20060	2838.5	2804
S02	S04	S16	0.00434128	0.212132	0.832004	0.000118624	20069	2834	2809.5
S02	S04	S17	0.00611323	0.298186	0.765561	0.000169233	20065.2	2839	2804.5
S02	S04	S18	0.00611539	0.29907	0.764887	0.00016867	20063.5	2838	2803.5
S02	S04	S19	0.00611539	0.29907	0.764887	0.000168768	20062	2838	2803.5
S06	S05	S02	0.414966	1.89366	0.0582696	8.11842e-05	120832	26	10.75
S07	S05	S02	0.379845	1.6374	0.101546	6.52146e-05	120633	22.25	10
S05	S02	S08	0.0131194	0.644284	0.519391	0.000360636	20040	2857.25	2783.25
S05	S02	S09	0.00234445	0.100765	0.919737	6.34266e-05	20108	2779	2766
S05	S02	S10	0.0152203	0.735957	0.461757	0.000415893	19993	2851.5	2766
S02	S05	S11	0.00793791	0.373649	0.708666	0.000219655	20160	2857	2812
S05	S02	S12	0.00422758	0.217048	0.828171	0.000116618	20140	2850.5	2826.5
S02	S05	S13	0.00701163	0.340687	0.73334	0.000193249	20081.2	2836.5	2797
S02	S05	S14	0.00426099	0.210089	0.833599	0.000117462	20098.5	2828.25	2804.25
S02	S05	S15	0.0054227	0.270969	0.786415	0.000149052	20090	2827.5	2797
S02	S05	S16	0.0038212	0.188216	0.850707	0.000104098	20099	2824	2802.5
S02	S05	S17	0.00559851	0.274492	0.783707	0.000154517	20095.2	2829	2797.5
S02	S05	S18	0.0056005	0.275201	0.783162	0.000154003	20093.5	2828	2796.5
S02	S05	S19	0.0056005	0.275201	0.783162	0.000154092	20092	2828	2796.5
S06	S07	S02	0.111111	0.547243	0.584212	1.59707e-05	123945	15	12
S06	S02	S08	0.0134644	0.664046	0.506661	0.000370379	20027.8	2860.25	2784.25
S06	S02	S09	0.00324558	0.139591	0.888983	8.78193e-05	20095.8	2782	2764
S06	S02	S10	0.0157459	0.7649	0.444331	0.00043048	19980.8	2854.5	2766
S02	S06	S11	0.00617611	0.292823	0.769657	0.000170843	20148.8	2851	2816
S06	S02	S12	0.00581191	0.30085	0.763529	0.000160343	20129.8	2855.5	2822.5
S02	S06	S13	0.00541308	0.265094	0.790937	0.000149217	20071	2832.5	2802
S02	S06	S14	0.00266264	0.132319	0.894732	7.34139e-05	20088.2	2824.25	2809.25
S02	S06	S15	0.00382188	0.192486	0.847361	0.000105069	20079.8	2823.5	2802
S02	S06	S16	0.00222124	0.1103	0.912171	6.05223e-05	20088.8	2820	2807.5
S02	S06	S17	0.00399822	0.197606	0.843353	0.000110369	20085	2825	2802.5
S02	S06	S18	0.00399964	0.198124	0.842948	0.000110002	20083.2	2824	2801.5
S02	S06	S19	0.00399964	0.198124	0.842948	0.000110066	20081.8	2824	2801.5
S07	S02	S08	0.0127558	0.63382	0.526198	0.000350892	20028.8	2858.25	2786.25
S07	S02	S09	0.00216294	0.0937566	0.925302	5.85479e-05	20096.8	2780	2768
S07	S02	S10	0.0150342	0.731131	0.464699	0.000411031	19981.8	2852.5	2768
S02	S07	S11	0.0074048	0.35057	0.725911	0.000205011	20150.8	2857	2815
S07	S02	S12	0.0047552	0.246478	0.805312	0.000131193	20129.8	2852.5	2825.5
S02	S07	S13	0.00647565	0.317455	0.750898	0.000178572	20072	2836.5	2800
S02	S07	S14	0.00372638	0.185421	0.852899	0.000102779	20089.2	2828.25	2807.25
S02	S07	S15	0.00488672	0.246447	0.805336	0.000134391	20080.8	2827.5	2800
S02	S07	S16	0.00328626	0.163416	0.870191	8.9573e-05	20089.8	2824	2805.5
S02	S07	S17	0.00506262	0.25058	0.802139	0.000139801	20086	2829	2800.5
S02	S07	S18	0.00506442	0.251239	0.80163	0.000139336	20084.2	2828	2799.5
S02	S07	S19	0.00506442	0.251239	0.80163	0.000139417	20082.8	2828	2799.5
S09	S08	S02	0.0562122	2.09564	0.0361141	0.000712865	34075.8	1374	1227.75
S08	S10	S02	0.0163577	0.631053	0.528006	0.000201208	34234.6	1281.5	1240.25
S11	S08	S02	0.0252512	1.55886	0.119031	0.0008054	17502.5	3354.75	3189.5
S12	S08	S02	0.0161859	0.966203	0.333942	0.000520429	17488	3351	3244.25
S13	S08	S02	0.0156346	0.798355	0.424664	0.000494847	17535	3296.75	3195.25
S14	S08	S02	0.0171962	0.918083	0.358575	0.000543574	17527.5	3297.75	3186.25
S15	S08	S02	0.0170054	0.91645	0.359431	0.000537483	17538.5	3296.75	3186.5
S16	S08	S02	0.0175737	0.9152	0.360087	0.000554537	17537.2	3293.25	3179.5
S17	S08	S02	0.0177305	0.934642	0.349973	0.000560627	17529.8	3300.5	3185.5
S18	S08	S02	0.0176169	0.93182	0.35143	0.000556973	17531.2	3299.75	3185.5
S19	S08	S02	0.0173896	0.919846	0.357653	0.000549665	17531	3298.25	3185.5
S09	S10	S02	0.0757423	4.70139	2.58395e-06	0.000913929	34218.8	1331.5	1144
S11	S09	S02	0.00291679	0.16709	0.867299	9.26027e-05	17544.5	3266.5	3247.5
S09	S12	S02	0.00602547	0.382195	0.702316	0.000192534	17519.2	3297.5	3258
S09	S13	S02	0.00691467	0.391599	0.695355	0.000218124	17561.5	3258.25	3213.5
S09	S14	S02	0.00537614	0.30902	0.757306	0.000169382	17551	3249.25	3214.5
S09	S15	S02	0.00557017	0.325444	0.744845	0.000175474	17552.2	3249.5	3213.5
S09	S16	S02	0.00503369	0.285598	0.775186	0.000158414	17551	3244.5	3212
S09	S17	S02	0.00483465	0.278742	0.780443	0.000152322	17551.2	3247.5	3216.25
S09	S18	S02	0.00495279	0.286814	0.774254	0.000155977	17553.8	3246.5	3214.5
S09	S19	S02	0.00518455	0.299571	0.764505	0.000163289	17552.8	3247.5	3214
S11	S10	S02	0.0318255	1.74001	0.0818569	0.00100645	17513.8	3347.5	3141
S12	S10	S02	0.0226023	1.43378	0.151635	0.000721532	17620	3348	3200
S13	S10	S02	0.0223317	1.15142	0.249559	0.000695955	17660.8	3267.5	3124.75
S14	S10	S02	0.0238812	1.28142	0.200046	0.000744672	17651.2	3274.5	3121.75
S15	S10	S02	0.0237108	1.28699	0.198097	0.000738583	17656.5	3270.5	3119
S16	S10	S02	0.0242833	1.28378	0.199221	0.000755633	17663.2	3269	3114
S17	S10	S02	0.0244743	1.3035	0.192403	0.000761722	17651.5	3270.25	3114
S18	S10	S02	0.0243597	1.29853	0.194104	0.000758068	17655	3269.5	3114
S19	S10	S02	0.0241228	1.28421	0.199068	0.000750761	17653.8	3269	3115
S11	S12	S02	0.0137955	0.580221	0.561765	0.000285119	25220.8	2149.5	2091
S11	S13	S02	0.0152448	0.683021	0.494594	0.000310706	25188.2	2122.75	2059
S11	S14	S02	0.0128075	0.601324	0.547624	0.000261968	25203.5	2125.25	2071.5
S11	S15	S02	0.0130672	0.619887	0.535332	0.00026806	25206.8	2132	2077
S11	S16	S02	0.0122342	0.562592	0.573713	0.000251002	25223.8	2130.5	2079
S11	S17	S02	0.0119352	0.552598	0.580539	0.00024491	25219.8	2130.25	2080
S11	S18	S02	0.0121313	0.560044	0.575449	0.000248565	25216.8	2127.5	2076.5
S11	S19	S02	0.0124926	0.575121	0.56521	0.000255876	25217.5	2127.5	2075
S12	S13	S02	0.00496571	0.110386	0.912104	2.55949e-05	51161	531.25	526
S14	S12	S02	0.00462625	0.101034	0.919524	2.31567e-05	51217.8	515.75	511
S15	S12	S02	0.00335731	0.0799684	0.936262	1.7063e-05	51151.5	523	519.5
S16	S12	S02	0.00671141	0.147353	0.882853	3.41253e-05	51185	525	518
S17	S12	S02	0.00790419	0.175308	0.860837	4.02189e-05	51162.5	526	517.75
S18	S12	S02	0.00722892	0.159708	0.873111	3.65628e-05	51156.2	522.5	515
S19	S12	S02	0.00578035	0.127294	0.898708	2.92504e-05	51150.5	522	516
S14	S13	S02	0.0560224	0.680457	0.496215	4.8751e-05	88155.8	94.25	84.25
S15	S13	S02	0.0535988	0.58593	0.557922	4.26574e-05	88112	86	77.25
S16	S13	S02	0.0769231	1.02237	0.306608	5.97194e-05	88175.5	85.75	73.5
S17	S13	S02	0.0791789	1.1042	0.269508	6.58128e-05	88126.5	92	78.5
S18	S13	S02	0.0755556	1.0831	0.278762	6.21567e-05	88040.5	90.75	78
S19	S13	S02	0.0668648	0.959415	0.33735	5.48446e-05	88032.7	89.75	78.5
S14	S15	S02	0.0276243	0.149097	0.881477	6.09388e-06	112487	23.25	22
S16	S14	S02	0.0491803	0.279166	0.780117	1.09689e-05	112522	24	21.75
S17	S14	S02	0.07	0.435516	0.663188	1.70626e-05	112377	26.75	23.25
S18	S14	S02	0.0569948	0.316565	0.751574	1.34064e-05	112292	25.5	22.75
S19	S14	S02	0.026178	0.146876	0.88323	6.09384e-06	112281	24.5	23.25
S16	S15	S02	0.0693069	0.360467	0.718498	1.70627e-05	115201	27	23.5
S17	S15	S02	0.129252	0.710243	0.477554	2.31563e-05	114915	20.75	16
S18	S15	S02	0.097561	0.546136	0.584973	1.95002e-05	114858	22.5	18.5
S19	S15	S02	0.0588235	0.322314	0.747215	1.21877e-05	114866	22.5	20
S17	S16	S02	0.0318471	0.148116	0.882252	6.09377e-06	117756	20.25	19
S18	S16	S02	0.0120482	0.0576023	0.954065	2.43752e-06	117734	21	20.5
S16	S19	S02	0.0243902	0.118134	0.905961	4.87505e-06	117753	21	20
S17	S18	S02	0.12	0.244949	0.806496	3.65626e-06	151710	3.5	2.75
S17	S19	S02	0.290323	0.649181	0.516221	1.09688e-05	151825	5	2.75
S18	S19	S02	1	3.01176e-314	nan	7.31256e-06	179800	1.5	0
S05	S04	S03	0.00124585	0.0427565	0.965896	2.05843e-05	34713.1	1205.5	1202.5
S06	S04	S03	0	0	1	0	34726.5	1214	1214
S04	S07	S03	0.0138116	0.485201	0.627534	0.000229863	34703.9	1229.5	1196
S03	S04	S08	0.0646067	1.28269	0.199599	0.000224153	58683	379	333
S03	S04	S09	0.0436006	0.891893	0.37245	0.00015124	58762.2	371	340
S03	S04	S10	0.0588235	1.22503	0.220565	0.000204273	58658.2	378	336
S03	S04	S11	0.0225989	0.378288	0.705217	7.81133e-05	58727.2	362	346
S03	S04	S12	0.011396	0.205161	0.837447	3.88719e-05	58733.8	355	347
S03	S04	S13	0.027027	0.454108	0.649751	9.29668e-05	58670	361	342
S03	S04	S14	0.0164993	0.284278	0.776197	5.62885e-05	58689.8	354.25	342.75
S03	S04	S15	0.017192	0.29728	0.766253	5.86495e-05	58682.8	355	343
S03	S04	S16	0.0172414	0.299151	0.764825	5.81049e-05	58695.2	354	342
S03	S04	S17	0.0186514	0.324266	0.745737	6.37756e-05	58687.5	355	342
S03	S04	S18	0.0186514	0.324266	0.745737	6.35637e-05	58686.8	355	342
S03	S04	S19	0.0186514	0.324266	0.745737	6.36004e-05	58685.2	355	342
S05	S06	S03	0.0115551	0.147857	0.882456	2.05843e-05	79867.7	131.312	128.312
S05	S07	S03	0.148676	1.83116	0.0670768	0.000250443	79648.7	141	104.5
S03	S05	S08	0.0339943	0.654674	0.512678	0.000116949	58688	365	341
S03	S05	S09	0.0155587	0.297922	0.765762	5.36658e-05	58767.2	359	348
S03	S05	S10	0.0368272	0.694328	0.487477	0.000126454	58659.2	366	340
S03	S05	S11	0.0128388	0.216975	0.828228	4.39387e-05	58724.2	355	346
S03	S05	S12	0.00574713	0.0989197	0.921202	1.9436e-05	58729.8	350	346
S03	S05	S13	0.0200573	0.330167	0.741274	6.85018e-05	58667	356	342
S03	S05	S14	0.0108225	0.181212	0.856202	3.67099e-05	58686.8	350.25	342.75
S03	S05	S15	0.0115274	0.193949	0.846216	3.90997e-05	58679.8	351	343
S03	S05	S16	0.0130246	0.220809	0.825241	4.35787e-05	58691.2	350	341
S03	S05	S17	0.0144509	0.245005	0.806453	4.90581e-05	58683.5	351	341
S03	S05	S18	0.0144509	0.245005	0.806453	4.88951e-05	58682.8	351	341
S03	S05	S19	0.0144509	0.245005	0.806453	4.89234e-05	58681.2	351	341
S06	S07	S03	0.149554	1.568	0.11688	0.000229863	82943.6	128.75	95.25
S03	S06	S08	0.03125	0.626705	0.530852	0.000107203	58691	363	341
S03	S06	S09	0.00849858	0.174748	0.861277	2.92722e-05	58772.2	356	350
S03	S06	S10	0.0327169	0.65483	0.512577	0.000111864	58662.2	363	340
S06	S03	S11	0.00142653	0.0240483	0.980814	4.88206e-06	58732.2	351	350
S06	S03	S12	0.00721501	0.124501	0.900919	2.42944e-05	58735.8	349	344
S03	S06	S13	0.00719424	0.118825	0.905414	2.44649e-05	58673	350	345
S06	S03	S14	0.00217391	0.0365164	0.970871	7.34192e-06	58692.8	345.75	344.25
S06	S03	S15	0.00144718	0.0243936	0.980539	4.88744e-06	58685.8	346	345
S03	S06	S16	0	0	1	0	58697.2	344	344
S03	S06	S17	0.00145138	0.0246614	0.980325	4.90581e-06	58689.5	345	344
S03	S06	S18	0.00145138	0.0246614	0.980325	4.88951e-06	58688.8	345	344
S03	S06	S19	0.00145138	0.0246614	0.980325	4.89234e-06	58687.2	345	344
S03	S07	S08	0.037037	0.748862	0.45394	0.000126695	58721.5	364	338
S03	S07	S09	0.017094	0.351716	0.725051	5.85445e-05	58800.8	357	345
S03	S07	S10	0.0385164	0.775629	0.437968	0.000131318	58692.8	364	337
S03	S07	S11	0.00862069	0.14977	0.880946	2.92925e-05	58759.8	351	345
S03	S07	S12	0.00145138	0.0253025	0.979814	4.85899e-06	58764.2	345	344
S03	S07	S13	0.015873	0.271507	0.786001	5.38229e-05	58702.5	352	341
S03	S07	S14	0.0065407	0.113988	0.909248	2.2026e-05	58722.2	346.25	341.75
S03	S07	S15	0.00725689	0.127179	0.898799	2.44373e-05	58715.2	347	342
S03	S07	S16	0.00874636	0.154556	0.877171	2.90525e-05	58726.8	346	340
S03	S07	S17	0.0101892	0.180045	0.857117	3.43407e-05	58719	347	340
S03	S07	S18	0.0101892	0.180045	0.857117	3.42266e-05	58718.2	347	340
S03	S07	S19	0.0101892	0.180045	0.857117	3.42464e-05	58716.8	347	340
S09	S08	S03	0.0282641	1.02309	0.306264	0.000353887	34114	1314.25	1242
S08	S10	S03	0.0110657	0.305457	0.760018	0.00013597	34332.4	1267.75	1240
S11	S08	S03	0.0048384	0.251203	0.801657	0.000153096	17490.8	3245	3213.75
S12	S08	S03	0.0056212	0.30026	0.763979	0.000180036	17522.2	3287.25	3250.5
S08	S13	S03	0.00341721	0.164984	0.868957	0.000107796	17544.2	3230	3208
S08	S14	S03	0.000466853	0.0239227	0.980914	1.46995e-05	17539.2	3214.5	3211.5
S08	S15	S03	0.00159403	0.0817046	0.934882	5.02232e-05	17549.8	3220.25	3210
S16	S08	S03	0.000506803	0.0253112	0.979807	1.59242e-05	17550	3208	3204.75
S08	S17	S03	0.000699736	0.035516	0.971668	2.20492e-05	17540.5	3217.75	3213.25
S08	S18	S03	0.000816708	0.0416271	0.966796	2.57241e-05	17541	3216.75	3211.5
S08	S19	S03	0.0010503	0.0535667	0.95728	3.30738e-05	17540.8	3216.75	3210
S09	S10	S03	0.0401929	1.68146	0.0926732	0.000489809	34292.8	1294	1194
S09	S11	S03	0.00633988	0.274908	0.783387	0.000200822	17515	3254	3213
S09	S12	S03	0.00544186	0.263055	0.792508	0.000173882	17529.2	3279.5	3244
S09	S13	S03	0.0146527	0.655885	0.511898	0.000461645	17541	3263.25	3169
S09	S14	S03	0.0117171	0.544751	0.585925	0.000368581	17534	3248.75	3173.5
S09	S15	S03	0.0128455	0.599647	0.548742	0.000404092	17532.8	3252.5	3170
S09	S16	S03	0.010756	0.493334	0.621777	0.000337968	17536	3242	3173
S09	S17	S03	0.0119525	0.552589	0.580545	0.000375928	17531.2	3249	3172.25
S09	S18	S03	0.0120782	0.560282	0.575287	0.000379602	17532.8	3247	3169.5
S09	S19	S03	0.012311	0.57053	0.568318	0.000386949	17531.8	3248	3169
S11	S10	S03	0.00919146	0.416866	0.676777	0.000289045	17516.8	3239	3180
S12	S10	S03	0.00997911	0.51872	0.603956	0.000315982	17647.5	3264	3199.5
S13	S10	S03	0.000911505	0.0409781	0.967313	2.8177e-05	17661.8	3157	3151.25
S14	S10	S03	0.00392468	0.184252	0.853816	0.000121272	17653.8	3165.5	3140.75
S15	S10	S03	0.00277756	0.130751	0.895973	8.57512e-05	17656.5	3159	3141.5
S16	S10	S03	0.00492767	0.227939	0.819694	0.000151892	17666.8	3161	3130
S17	S10	S03	0.00369209	0.172757	0.862842	0.000113923	17653	3160.25	3137
S18	S10	S03	0.00357455	0.168051	0.866543	0.000110249	17655.5	3158.5	3136
S19	S10	S03	0.00333598	0.156721	0.875464	0.0001029	17654.2	3158	3137
S12	S11	S03	0.00131062	0.0579193	0.953813	2.69442e-05	25194.8	2101	2095.5
S11	S13	S03	0.012874	0.561415	0.574514	0.000260876	25134.8	2094.75	2041.5
S11	S14	S03	0.0082307	0.365394	0.714817	0.000167793	25159.5	2097.75	2063.5
S11	S15	S03	0.00994608	0.440868	0.659308	0.000203312	25159.2	2107	2065.5
S11	S16	S03	0.00671463	0.291768	0.770464	0.000137174	25179.8	2099	2071
S11	S17	S03	0.00857366	0.375248	0.707476	0.000175142	25170.8	2102.75	2067
S11	S18	S03	0.00876666	0.384987	0.700247	0.000178816	25167.8	2100	2063.5
S11	S19	S03	0.00913023	0.399131	0.689797	0.000186165	25168.5	2100	2062
S12	S13	S03	0.0573311	1.26223	0.206865	0.000287813	51146	541.75	483
S12	S14	S03	0.039269	0.882041	0.377755	0.000194733	51216.2	526	486.25
S12	S15	S03	0.0456754	1.06934	0.284917	0.00023025	51147.5	538	491
S12	S16	S03	0.0326989	0.769213	0.441767	0.000164115	51183.5	529	495.5
S12	S17	S03	0.0402734	0.936307	0.349115	0.000202081	51156	532.75	491.5
S12	S18	S03	0.0412574	0.95852	0.337801	0.000205756	51149.8	530	488
S12	S19	S03	0.0427099	0.989233	0.322549	0.000213104	51144	531	487.5
S14	S13	S03	0.105263	1.36689	0.17166	9.3098e-05	88135.8	99.75	80.75
S15	S13	S03	0.0674319	0.732755	0.463708	5.75758e-05	88093.5	93	81.25
S16	S13	S03	0.152799	2.30321	0.0212672	0.000123719	88159.5	95.25	70
S17	S13	S03	0.100865	1.32529	0.185074	8.57488e-05	88104.5	95.5	78
S18	S13	S03	0.0964029	1.25715	0.208698	8.20741e-05	88019.5	95.25	78.5
S19	S13	S03	0.0880231	1.11114	0.266508	7.47248e-05	88011.7	94.25	79
S14	S15	S03	0.163842	0.988329	0.322991	3.55242e-05	112467	25.75	18.5
S16	S14	S03	0.136612	0.74903	0.453839	3.06234e-05	112507	26	19.75
S14	S17	S03	0.0319149	0.182151	0.855464	7.34984e-06	112356	24.25	22.75
S14	S18	S03	0.0497238	0.265071	0.790954	1.10248e-05	112272	23.75	21.5
S14	S19	S03	0.0837989	0.44917	0.653309	1.83746e-05	112261	24.25	20.5
S16	S15	S03	0.252336	1.55677	0.119525	6.61466e-05	115185	33.5	20
S17	S15	S03	0.148387	0.724848	0.468545	2.81746e-05	114894	22.25	16.5
S18	S15	S03	0.116279	0.562501	0.573775	2.44997e-05	114837	24	19
S19	S15	S03	0.0786517	0.377321	0.705935	1.71499e-05	114845	24	20.5
S16	S17	S03	0.213793	1.10064	0.271054	3.7973e-05	117737	22	14.25
S16	S18	S03	0.232877	1.17749	0.239001	4.16478e-05	117715	22.5	14
S16	S19	S03	0.277778	1.34069	0.180022	4.89975e-05	117734	23	13
S17	S18	S03	0.12	0.244949	0.806496	3.67495e-06	151688	3.5	2.75
S17	S19	S03	0.290323	0.649181	0.516221	1.10248e-05	151803	5	2.75
S18	S19	S03	1	3.01176e-314	nan	7.34992e-06	179778	1.5	0
S05	S06	S04	0.00375144	0.0839523	0.933094	4.34155e-05	46876.1	652.188	647.312
S05	S07	S04	0.000239682	0.00702752	0.994393	2.78305e-06	46685.3	652.062	651.75
S05	S04	S08	0.166667	1.78372	0.0744693	0.000107216	91888.6	77	55
S05	S04	S09	0.153846	1.92181	0.0546301	9.75794e-05	91973.9	75	55
S05	S04	S10	0.119403	1.70253	0.088656	7.7828e-05	91862.9	75	59
S05	S04	S11	0.0551181	0.731716	0.464342	3.41761e-05	91939.9	67	60
S05	S04	S12	0.0333333	0.366371	0.714089	1.94364e-05	91948.4	62	58
S05	S04	S13	0.0413223	0.484209	0.628238	2.44666e-05	91879.6	63	58
S05	S04	S14	0.0327869	0.384192	0.700836	1.95793e-05	91906.1	63	59
S05	S04	S15	0.0327869	0.384192	0.700836	1.95506e-05	91898.4	63	59
S05	S04	S16	0.0247934	0.289396	0.772279	1.45269e-05	91910.9	62	59
S05	S04	S17	0.0247934	0.289396	0.772279	1.47182e-05	91902.1	62	59
S05	S04	S18	0.0247934	0.289396	0.772279	1.46693e-05	91901.4	62	59
S05	S04	S19	0.0247934	0.289396	0.772279	1.46777e-05	91899.9	62	59
S07	S06	S04	0.00403025	0.103385	0.917657	4.06326e-05	49904.1	568.312	563.75
S06	S04	S08	0.179104	1.80682	0.0707902	0.000116962	91895.5	79	55
S06	S04	S09	0.18797	2.39516	0.0166133	0.000121971	91982.8	79	54
S06	S04	S10	0.140741	1.97154	0.0486626	9.24194e-05	91869.8	77	58
S06	S04	S11	0.129771	1.86152	0.0626708	8.2995e-05	91951.8	74	57
S06	S04	S12	0.104	1.3139	0.18888	6.31654e-05	91960.2	69	56
S06	S04	S13	0.111111	1.55145	0.120793	6.85035e-05	91891.5	70	56
S06	S04	S14	0.102362	1.39715	0.162369	6.363e-05	91918	70	57
S06	S04	S15	0.102362	1.39715	0.162369	6.35367e-05	91910.2	70	57
S06	S04	S16	0.0952381	1.3036	0.192369	5.81049e-05	91922.8	69	57
S06	S04	S17	0.0952381	1.3036	0.192369	5.88701e-05	91914	69	57
S06	S04	S18	0.0952381	1.3036	0.192369	5.86745e-05	91913.2	69	57
S06	S04	S19	0.0952381	1.3036	0.192369	5.87084e-05	91911.8	69	57
S07	S04	S08	0.151515	1.63847	0.101323	9.74701e-05	91887.9	76	56
S07	S04	S09	0.147287	1.97095	0.04873	9.27009e-05	91973.2	74	55
S07	S04	S10	0.112782	1.6492	0.0991073	7.29641e-05	91862.2	74	59
S07	S04	S11	0.0806452	1.03709	0.299693	4.88222e-05	91940.2	67	57
S07	S04	S12	0.0598291	0.645246	0.518768	3.40131e-05	91948.7	62	55
S07	S04	S13	0.0666667	0.748369	0.454238	3.9146e-05	91880.9	64	56
S07	S04	S14	0.0578512	0.649411	0.516073	3.42633e-05	91907.4	64	57
S07	S04	S15	0.0578512	0.649411	0.516073	3.42131e-05	91899.7	64	57
S07	S04	S16	0.05	0.562208	0.573974	2.90533e-05	91912.2	63	57
S07	S04	S17	0.05	0.562208	0.573974	2.94359e-05	91903.4	63	57
S07	S04	S18	0.05	0.562208	0.573974	2.93381e-05	91902.7	63	57
S07	S04	S19	0.05	0.562208	0.573974	2.9355e-05	91901.2	63	57
S09	S08	S04	0.0342795	1.31277	0.189261	0.000427303	34070	1316.25	1229
S08	S10	S04	0.00944804	0.264132	0.791678	0.000116364	34291.4	1268.75	1245
S11	S08	S04	0.00952751	0.541091	0.588445	0.000300007	17444.8	3245	3183.75
S12	S08	S04	0.0114863	0.643458	0.519927	0.000366107	17480.2	3291.25	3216.5
S13	S08	S04	0.000780884	0.0391254	0.96879	2.44972e-05	17494.2	3204	3199
S14	S08	S04	0.00493035	0.263935	0.79183	0.000154312	17492	3210.25	3178.75
S15	S08	S04	0.00371427	0.199318	0.842014	0.000116351	17502.8	3209	3185.25
S16	S08	S04	0.00584153	0.304654	0.76063	0.000182475	17503	3207	3169.75
S17	S08	S04	0.0044573	0.235237	0.814025	0.000139618	17492.5	3211.25	3182.75
S18	S08	S04	0.00434187	0.230313	0.817848	0.000135944	17493	3209.5	3181.75
S19	S08	S04	0.00410814	0.218016	0.827416	0.000128597	17492.8	3208	3181.75
S09	S10	S04	0.0449211	2.01983	0.0434011	0.000543618	34247.8	1291	1180
S09	S11	S04	0.00403978	0.19052	0.848902	0.000127334	17476	3231	3205
S09	S12	S04	0.00192411	0.0998684	0.920449	6.12182e-05	17496.2	3254.5	3242
S09	S13	S04	0.012847	0.60322	0.546362	0.000402816	17501	3242.25	3160
S09	S14	S04	0.00872423	0.426388	0.669825	0.000273033	17496.8	3223	3167.25
S09	S15	S04	0.00993507	0.489531	0.624466	0.000310988	17495.8	3227.5	3164
S09	S16	S04	0.00783208	0.377201	0.706024	0.000244873	17499	3217	3167
S09	S17	S04	0.00919513	0.445055	0.65628	0.000287726	17493.2	3224	3165.25
S09	S18	S04	0.00931945	0.452748	0.650731	0.000291399	17494.8	3222	3162.5
S09	S19	S04	0.00955364	0.4636	0.642935	0.000298745	17493.8	3223	3162
