P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S11	S10	S04	0.013275	0.622162	0.533835	0.000416337	17479.8	3244	3159
S12	S10	S04	0.0152347	0.836567	0.402836	0.000482429	17623.5	3282	3183.5
S13	S10	S04	0.00456259	0.21296	0.831358	0.000140859	17627.8	3165	3136.25
S14	S10	S04	0.00877089	0.427422	0.669072	0.000270658	17623.5	3177.25	3122
S15	S10	S04	0.00754867	0.369523	0.711738	0.000232702	17625.5	3170	3122.5
S16	S10	S04	0.00970874	0.465773	0.641378	0.000298818	17635.8	3172	3111
S17	S10	S04	0.00830915	0.402229	0.687516	0.000255966	17621	3170.25	3118
S18	S10	S04	0.00819346	0.398694	0.690119	0.000252293	17623.5	3168.5	3117
S19	S10	S04	0.00795418	0.386802	0.698903	0.000244946	17622.2	3168	3118
S12	S11	S04	0.0032139	0.144219	0.885328	6.61197e-05	25184.8	2107	2093.5
S11	S13	S04	0.013596	0.595709	0.55137	0.000275517	25117.8	2096.75	2040.5
S11	S14	S04	0.00715445	0.324724	0.74539	0.000145718	25144.2	2094	2064.25
S11	S15	S04	0.00899173	0.407686	0.683504	0.000183678	25144.2	2104	2066.5
S11	S16	S04	0.00575816	0.255728	0.798161	0.000117554	25164.8	2096	2072
S11	S17	S04	0.00785607	0.352141	0.724733	0.000160412	25155.8	2100.75	2068
S11	S18	S04	0.00804805	0.36172	0.717561	0.000164086	25152.8	2098	2064.5
S11	S19	S04	0.00841144	0.376465	0.706571	0.000171433	25153.5	2098	2063
S12	S13	S04	0.0673425	1.52899	0.126267	0.000341619	51138	552.75	483
S12	S14	S04	0.0424332	0.991544	0.32142	0.000211828	51210	531.25	488
S12	S15	S04	0.0492754	1.17132	0.241469	0.000249786	51140.5	543	492
S12	S16	S04	0.0363901	0.866604	0.386159	0.000183666	51176.5	534	496.5
S12	S17	S04	0.0448485	1.0701	0.284573	0.000226521	51149	538.75	492.5
S12	S18	S04	0.0458537	1.08798	0.276604	0.000230195	51142.8	536	489
S12	S19	S04	0.047294	1.11838	0.263404	0.000237541	51137	537	488.5
S14	S13	S04	0.145205	1.72643	0.0842698	0.000129818	88121.5	104.5	78
S15	S13	S04	0.105783	1.07102	0.28416	9.18559e-05	88079.5	98	79.25
S16	S13	S04	0.191679	2.54883	0.0108086	0.000157982	88145.5	100.25	68
S17	S13	S04	0.133903	1.6547	0.097986	0.000115123	88089.5	99.5	76
S18	S13	S04	0.129445	1.58836	0.112206	0.00011145	88004.5	99.25	76.5
S19	S13	S04	0.121255	1.44235	0.149204	0.000104102	87996.7	98.25	77
S14	S15	S04	0.179191	1.01608	0.309592	3.79657e-05	112455	25.5	17.75
S16	S14	S04	0.128492	0.655375	0.512226	2.81673e-05	112495	25.25	19.5
S14	S17	S04	0.0638298	0.370225	0.711215	1.46964e-05	112344	25	22
S14	S18	S04	0.0828729	0.455107	0.649033	1.83705e-05	112259	24.5	20.75
S14	S19	S04	0.117318	0.649752	0.515852	2.57187e-05	112249	25	19.75
S16	S15	S04	0.252336	1.42175	0.155098	6.61319e-05	115173	33.5	20
S17	S15	S04	0.119497	0.587736	0.556709	2.32696e-05	114882	22.25	17.5
S18	S15	S04	0.0909091	0.443377	0.657493	1.95955e-05	114825	24	20
S19	S15	S04	0.0549451	0.266323	0.789991	1.22473e-05	114833	24	21.5
S16	S17	S04	0.234899	1.3975	0.162263	4.28632e-05	117725	23	14.25
S16	S18	S04	0.253333	1.46967	0.141651	4.65372e-05	117703	23.5	14
S16	S19	S04	0.297297	1.63983	0.10104	5.38852e-05	117722	24	13
S17	S18	S04	0.12	0.244949	0.806496	3.67415e-06	151675	3.5	2.75
S17	S19	S04	0.290323	0.649181	0.516221	1.10224e-05	151790	5	2.75
S18	S19	S04	1	3.01176e-314	nan	7.34833e-06	179765	1.5	0
S07	S06	S05	0.0170725	1.25643	0.208959	0.00293689	8925.97	5814.03	5618.84
S06	S05	S08	0.25	0.618718	0.536102	9.74682e-06	138067	5	3
S06	S05	S09	0.454545	1.24205	0.214216	2.43943e-05	138156	8	3
S06	S05	S10	0.333333	0.824958	0.409395	1.45925e-05	138039	6	3
S06	S05	S11	0.833333	2.91667	0.00353794	4.88206e-05	138120	11	1
S06	S05	S12	0.692308	2.35501	0.0185222	4.37299e-05	138130	11	2
S06	S05	S13	0.692308	2.35501	0.0185222	4.4038e-05	138061	11	2
S06	S05	S14	0.692308	2.35501	0.0185222	4.40515e-05	138087	11	2
S06	S05	S15	0.692308	2.35501	0.0185222	4.39869e-05	138079	11	2
S06	S05	S16	0.692308	2.35501	0.0185222	4.35787e-05	138092	11	2
S06	S05	S17	0.692308	2.35501	0.0185222	4.41525e-05	138083	11	2
S06	S05	S18	0.692308	2.35501	0.0185222	4.40058e-05	138082	11	2
S06	S05	S19	0.692308	2.35501	0.0185222	4.40313e-05	138081	11	2
S05	S07	S08	0.25	0.592927	0.55323	9.74691e-06	137870	5	3
S05	S07	S09	0.111111	0.274986	0.783327	4.87897e-06	137956	5	4
S05	S07	S10	0.111111	0.274986	0.783327	4.86425e-06	137841	5	4
S07	S05	S11	0.333333	1.01835	0.308512	1.46467e-05	137919	6	3
S07	S05	S12	0.272727	0.745233	0.456131	1.45771e-05	137931	7	4
S07	S05	S13	0.272727	0.818182	0.413253	1.46798e-05	137862	7	4
S07	S05	S14	0.272727	0.818182	0.413253	1.46843e-05	137888	7	4
S07	S05	S15	0.272727	0.818182	0.413253	1.46627e-05	137880	7	4
S07	S05	S16	0.272727	0.818182	0.413253	1.45267e-05	137892	7	4
S07	S05	S17	0.272727	0.818182	0.413253	1.47179e-05	137884	7	4
S07	S05	S18	0.272727	0.818182	0.413253	1.4669e-05	137883	7	4
S07	S05	S19	0.272727	0.818182	0.413253	1.46775e-05	137881	7	4
S09	S08	S05	0.0335201	1.26062	0.207445	0.000417038	34090	1314.25	1229
S08	S10	S05	0.0118538	0.332744	0.739328	0.000145596	34308.4	1269.75	1240
S11	S08	S05	0.0071976	0.392248	0.694875	0.000226295	17457.8	3236	3189.75
S12	S08	S05	0.00873111	0.482112	0.629726	0.000277656	17489.2	3278.25	3221.5
S08	S13	S05	0.00187735	0.093111	0.925815	5.87278e-05	17502.2	3202	3190
S14	S08	S05	0.00211698	0.112093	0.910749	6.60644e-05	17499	3195.25	3181.75
S15	S08	S05	0.000900936	0.047768	0.961901	2.81396e-05	17509.8	3194	3188.25
S16	S08	S05	0.0028669	0.148114	0.882252	8.93072e-05	17510	3192	3173.75
S17	S08	S05	0.00148833	0.0778113	0.937978	4.64907e-05	17499.5	3196.25	3186.75
S18	S08	S05	0.00137142	0.0720529	0.94256	4.28205e-05	17500	3194.5	3185.75
S19	S08	S05	0.00113659	0.0597585	0.952348	3.54801e-05	17499.8	3193	3185.75
S09	S10	S05	0.046729	2.14337	0.0320838	0.000562573	34260.8	1288	1173
S09	S11	S05	0.00606061	0.28127	0.778503	0.000190786	17489	3237	3198
S09	S12	S05	0.00439374	0.223536	0.823118	0.00013942	17503.2	3257.5	3229
S09	S13	S05	0.0152209	0.703179	0.481944	0.000475741	17507	3243.25	3146
S09	S14	S05	0.0112492	0.540417	0.588909	0.000350997	17502.8	3225	3153.25
S09	S15	S05	0.0124618	0.602733	0.546686	0.000388909	17501.8	3229.5	3150
S09	S16	S05	0.0105131	0.498005	0.618481	0.00032776	17505	3220	3153
S09	S17	S05	0.0118763	0.565293	0.571874	0.000370564	17499.2	3227	3151.25
S09	S18	S05	0.0120028	0.573337	0.566417	0.000374233	17500.8	3225	3148.5
S09	S19	S05	0.0122372	0.583935	0.559264	0.000381571	17499.8	3226	3148
S11	S10	S05	0.0118639	0.54761	0.58396	0.000371858	17492.8	3241	3165
S12	S10	S05	0.0134036	0.722127	0.470216	0.000423212	17627.5	3270	3183.5
S13	S10	S05	0.00282362	0.129941	0.896613	8.68733e-05	17630.8	3152	3134.25
S14	S10	S05	0.00688119	0.33049	0.74103	0.000211651	17626.5	3164.25	3121
S15	S10	S05	0.00565422	0.272488	0.785247	0.000173731	17628.5	3157	3121.5
S16	S10	S05	0.0076555	0.362705	0.716825	0.00023489	17638.8	3159	3111
S17	S10	S05	0.00625473	0.298926	0.764996	0.00019208	17624	3157.25	3118
S18	S10	S05	0.0061379	0.294858	0.768102	0.00018841	17626.5	3155.5	3117
S19	S10	S05	0.00589829	0.283165	0.77705	0.000181071	17625.2	3155	3118
S12	S11	S05	0.00250149	0.113017	0.910017	5.13725e-05	25188.8	2104	2093.5
S11	S13	S05	0.014093	0.619402	0.535652	0.00028501	25121.8	2095.75	2037.5
S11	S14	S05	0.00788539	0.360461	0.718502	0.000160242	25147.2	2093	2060.25
S11	S15	S05	0.00972272	0.443744	0.657228	0.000198161	25147.2	2103	2062.5
S11	S16	S05	0.00672753	0.301037	0.763386	0.000137	25166.8	2095	2067
S11	S17	S05	0.0088283	0.398693	0.69012	0.000179813	25157.8	2099.75	2063
S11	S18	S05	0.00902201	0.408173	0.683147	0.000183483	25154.8	2097	2059.5
S11	S19	S05	0.00938628	0.422792	0.672447	0.000190822	25155.5	2097	2058
S12	S13	S05	0.066313	1.5157	0.129595	0.000336368	51143	552.75	484
S12	S14	S05	0.0423501	1.00564	0.31459	0.000211606	51215	532.25	489
S12	S15	S05	0.0491803	1.18717	0.235161	0.000249524	51145.5	544	493
S12	S16	S05	0.0373243	0.896701	0.369879	0.000188366	51180.5	535	496.5
S12	S17	S05	0.0457738	1.10451	0.269372	0.000231176	51153	539.75	492.5
S12	S18	S05	0.0467836	1.12383	0.261087	0.000234846	51146.8	537	489
S12	S19	S05	0.0482221	1.15443	0.248323	0.000242185	51141	538	488.5
S14	S13	S05	0.138965	1.71824	0.0857522	0.000124788	88126.5	104.5	79
S15	S13	S05	0.0995792	1.0433	0.296808	8.68657e-05	88084.5	98	80.25
S16	S13	S05	0.179792	2.33544	0.0195206	0.00014803	88149.5	99.25	69
S17	S13	S05	0.122507	1.49956	0.133728	0.000105216	88093.5	98.5	77
S18	S13	S05	0.118065	1.43464	0.151391	0.000101546	88008.5	98.25	77.5
S19	S13	S05	0.109843	1.29766	0.194403	9.42058e-05	88000.7	97.25	78
S14	S15	S05	0.179191	1.01608	0.309592	3.79258e-05	112459	25.5	17.75
S16	S14	S05	0.108571	0.541634	0.588071	2.32443e-05	112498	24.25	19.5
S14	S17	S05	0.0869565	0.5162	0.605715	1.95746e-05	112347	25	21
S14	S18	S05	0.107345	0.593038	0.553156	2.32449e-05	112262	24.5	19.75
S14	S19	S05	0.142857	0.798847	0.424379	3.05854e-05	112252	25	18.75
S16	S15	S05	0.238095	1.34151	0.179754	6.11693e-05	115176	32.5	20
S17	S15	S05	0.0967742	0.475976	0.634091	1.83516e-05	114885	21.25	17.5
S18	S15	S05	0.0697674	0.340266	0.733656	1.46813e-05	114828	23	20
S19	S15	S05	0.0337079	0.163384	0.870216	7.34071e-06	114836	23	21.5
S16	S17	S05	0.234899	1.3975	0.162263	4.28185e-05	117728	23	14.25
S16	S18	S05	0.253333	1.46967	0.141651	4.64887e-05	117706	23.5	14
S16	S19	S05	0.297297	1.63983	0.10104	5.3829e-05	117725	24	13
S17	S18	S05	0.12	0.244949	0.806496	3.67032e-06	151678	3.5	2.75
S17	S19	S05	0.290323	0.649181	0.516221	1.10109e-05	151793	5	2.75
S18	S19	S05	1	3.01176e-314	nan	7.34066e-06	179768	1.5	0
S06	S07	S08	0.5	1.25	0.2113	1.94936e-05	141178	6	2
S06	S07	S09	0.6	1.75662	0.0789826	2.92731e-05	141267	8	2
S06	S07	S10	0.5	1.25	0.2113	1.94567e-05	141150	6	2
S06	S07	S11	0.538462	1.64774	0.0994057	3.41744e-05	141234	10	3
S06	S07	S12	0.5	1.53005	0.126005	2.91533e-05	141243	9	3
S06	S07	S13	0.5	1.53005	0.126005	2.93586e-05	141174	9	3
S06	S07	S14	0.5	1.53005	0.126005	2.93677e-05	141200	9	3
S06	S07	S15	0.5	1.53005	0.126005	2.93246e-05	141192	9	3
S06	S07	S16	0.5	1.53005	0.126005	2.90525e-05	141205	9	3
S06	S07	S17	0.5	1.53005	0.126005	2.9435e-05	141196	9	3
S06	S07	S18	0.5	1.53005	0.126005	2.93372e-05	141195	9	3
S06	S07	S19	0.5	1.53005	0.126005	2.93542e-05	141194	9	3
S09	S08	S06	0.0347407	1.31233	0.189408	0.000432395	34092	1314.25	1226
S08	S10	S06	0.0114599	0.321726	0.74766	0.000140926	34310.4	1268.75	1240
S11	S08	S06	0.00845312	0.462032	0.644058	0.000265851	17459.8	3236	3181.75
S12	S08	S06	0.0098126	0.539807	0.58933	0.000312391	17493.2	3280.25	3216.5
S08	S13	S06	0.000782595	0.0385641	0.969238	2.45089e-05	17506.2	3197	3192
S14	S08	S06	0.00321619	0.169271	0.865584	0.000100476	17503	3197.25	3176.75
S15	S08	S06	0.00199867	0.105276	0.916157	6.24938e-05	17513.8	3196	3183.25
S16	S08	S06	0.00396841	0.203731	0.838563	0.000123755	17514	3194	3168.75
S17	S08	S06	0.00258621	0.134313	0.893155	8.08728e-05	17503.5	3198.25	3181.75
S18	S08	S06	0.00246972	0.128902	0.897435	7.7197e-05	17504	3196.5	3180.75
S19	S08	S06	0.00223503	0.116732	0.907072	6.98455e-05	17503.8	3195	3180.75
S09	S10	S06	0.0475803	2.16494	0.0303924	0.00057326	34263.8	1288	1171
S09	S11	S06	0.00528771	0.244277	0.807016	0.000166588	17494	3232	3198
S09	S12	S06	0.00377708	0.190885	0.848616	0.000120042	17510.2	3255.5	3231
S09	S13	S06	0.0145948	0.669627	0.503096	0.000456893	17514	3241.25	3148
S09	S14	S06	0.010622	0.507317	0.611933	0.000331952	17509.8	3223	3155.25
S09	S15	S06	0.0118348	0.568898	0.569425	0.000369924	17508.8	3227.5	3152
S09	S16	S06	0.00988545	0.465453	0.641607	0.000308678	17512	3218	3155
S09	S17	S06	0.0112492	0.532072	0.594676	0.00035155	17506.2	3225	3153.25
S09	S18	S06	0.0113752	0.539907	0.589262	0.000355225	17507.8	3223	3150.5
S09	S19	S06	0.0116097	0.550468	0.581999	0.000362575	17506.8	3224	3150
S11	S10	S06	0.0129708	0.596544	0.550812	0.000406739	17495.8	3241	3158
S12	S10	S06	0.0143378	0.766885	0.44315	0.000453273	17632.5	3272	3179.5
S13	S10	S06	0.00377929	0.172271	0.863225	0.00011642	17635.8	3154	3130.25
S14	S10	S06	0.0078383	0.373123	0.709057	0.000241388	17631.5	3166.25	3117
S15	S10	S06	0.00661197	0.31569	0.752238	0.000203411	17633.5	3159	3117.5
S16	S10	S06	0.00861519	0.404492	0.685851	0.000264663	17643.8	3161	3107
S17	S10	S06	0.00721317	0.341473	0.732747	0.000221787	17629	3159.25	3114
S18	S10	S06	0.00709672	0.337653	0.735625	0.000218112	17631.5	3157.5	3113
S19	S10	S06	0.00685696	0.326029	0.744402	0.000210762	17630.2	3157	3114
S12	S11	S06	0.00226487	0.102484	0.918372	4.65523e-05	25196.8	2102	2092.5
S11	S13	S06	0.0143454	0.633119	0.526656	0.000290353	25129.8	2094.75	2035.5
S11	S14	S06	0.00813204	0.373372	0.708871	0.000165391	25155.2	2092	2058.25
S11	S15	S06	0.00996997	0.456962	0.647698	0.00020337	25155.2	2102	2060.5
S11	S16	S06	0.00697283	0.313388	0.753986	0.000142114	25174.8	2094	2065
S11	S17	S06	0.00907506	0.411488	0.680715	0.000184993	25165.8	2098.75	2061
S11	S18	S06	0.00926929	0.421059	0.673712	0.000188668	25162.8	2096	2057.5
S11	S19	S06	0.00963391	0.435695	0.663058	0.000196019	25163.5	2096	2056
S12	S13	S06	0.066313	1.5157	0.129595	0.000336892	51152	552.75	484
S12	S14	S06	0.0423501	1.00564	0.31459	0.000211936	51224	532.25	489
S12	S15	S06	0.0491803	1.18717	0.235161	0.000249913	51154.5	544	493
S12	S16	S06	0.0373243	0.896701	0.369879	0.000188659	51189.5	535	496.5
S12	S17	S06	0.0457738	1.10451	0.269372	0.000231537	51162	539.75	492.5
S12	S18	S06	0.0467836	1.12383	0.261087	0.000235212	51155.8	537	489
S12	S19	S06	0.0482221	1.15443	0.248323	0.000242562	51150	538	488.5
S14	S13	S06	0.138965	1.71824	0.0857522	0.000124983	88135.5	104.5	79
S15	S13	S06	0.0995792	1.0433	0.296808	8.70011e-05	88093.5	98	80.25
S16	S13	S06	0.179792	2.33544	0.0195206	0.00014826	88158.5	99.25	69
S17	S13	S06	0.122507	1.49956	0.133728	0.00010538	88102.5	98.5	77
S18	S13	S06	0.118065	1.43464	0.151391	0.000101704	88017.5	98.25	77.5
S19	S13	S06	0.109843	1.29766	0.194403	9.43526e-05	88009.7	97.25	78
S14	S15	S06	0.179191	1.01608	0.309592	3.7985e-05	112468	25.5	17.75
S16	S14	S06	0.108571	0.541634	0.588071	2.32806e-05	112507	24.25	19.5
S14	S17	S06	0.0869565	0.5162	0.605715	1.96051e-05	112356	25	21
S14	S18	S06	0.107345	0.593038	0.553156	2.32811e-05	112271	24.5	19.75
S14	S19	S06	0.142857	0.798847	0.424379	3.0633e-05	112261	25	18.75
S16	S15	S06	0.238095	1.34151	0.179754	6.12646e-05	115185	32.5	20
S17	S15	S06	0.0967742	0.475976	0.634091	1.83802e-05	114894	21.25	17.5
S18	S15	S06	0.0697674	0.340266	0.733656	1.47042e-05	114837	23	20
S19	S15	S06	0.0337079	0.163384	0.870216	7.35215e-06	114845	23	21.5
S16	S17	S06	0.234899	1.3975	0.162263	4.28852e-05	117737	23	14.25
S16	S18	S06	0.253333	1.46967	0.141651	4.65611e-05	117715	23.5	14
S16	S19	S06	0.297297	1.63983	0.10104	5.39129e-05	117734	24	13
S17	S18	S06	0.12	0.244949	0.806496	3.67604e-06	151687	3.5	2.75
S17	S19	S06	0.290323	0.649181	0.516221	1.10281e-05	151802	5	2.75
S18	S19	S06	1	3.01176e-314	nan	7.3521e-06	179777	1.5	0
S09	S08	S07	0.0339266	1.27669	0.201713	0.000421661	34088	1314.25	1228
S08	S10	S07	0.0114599	0.321726	0.74766	0.000140613	34306.4	1268.75	1240
S11	S08	S07	0.00797945	0.433382	0.664737	0.000250595	17456.8	3237	3185.75
S12	S08	S07	0.00950475	0.525778	0.599043	0.000301921	17488.2	3279.25	3217.5
S08	S13	S07	0.00109529	0.0544161	0.956604	3.42362e-05	17502.2	3199	3192
S14	S08	S07	0.00290151	0.154116	0.877518	9.04732e-05	17499	3197.25	3178.75
S15	S08	S07	0.00168462	0.0895335	0.928658	5.25743e-05	17509.8	3196	3185.25
S16	S08	S07	0.00365293	0.189231	0.849912	0.0001137	17510	3194	3170.75
S17	S08	S07	0.00227202	0.119091	0.905203	7.09128e-05	17499.5	3198.25	3183.75
S18	S08	S07	0.00215543	0.113554	0.909591	6.72452e-05	17500	3196.5	3182.75
S19	S08	S07	0.00192074	0.101261	0.919343	5.99098e-05	17499.8	3195	3182.75
S09	S10	S07	0.046729	2.14337	0.0320838	0.000562215	34259.8	1288	1173
S09	S11	S07	0.0054407	0.251321	0.801566	0.000171109	17489	3234	3199
S09	S12	S07	0.00377824	0.192515	0.847339	0.000119776	17503.2	3254.5	3230
S09	S13	S07	0.0145948	0.675994	0.499044	0.000455883	17508	3241.25	3148
S09	S14	S07	0.010622	0.512251	0.608476	0.000331218	17503.8	3223	3155.25
S09	S15	S07	0.0118348	0.574371	0.565717	0.000369106	17502.8	3227.5	3152
S09	S16	S07	0.00988545	0.469976	0.638372	0.000307996	17506	3218	3155
S09	S17	S07	0.0112492	0.53729	0.591067	0.000350773	17500.2	3225	3153.25
S09	S18	S07	0.0113752	0.545239	0.585589	0.00035444	17501.8	3223	3150.5
S09	S19	S07	0.0116097	0.555893	0.578284	0.000361773	17500.8	3224	3150
S11	S10	S07	0.0124922	0.572916	0.566702	0.000391173	17492.8	3242	3162
S12	S10	S07	0.0140277	0.753604	0.451087	0.000442492	17627.5	3271	3180.5
S13	S10	S07	0.00345993	0.159119	0.873575	0.00010638	17631.8	3154	3132.25
S14	S10	S07	0.0075176	0.361228	0.717929	0.000231074	17627.5	3166.25	3119
S15	S10	S07	0.00629131	0.303174	0.761757	0.00019318	17629.5	3159	3119.5
S16	S10	S07	0.00829346	0.393053	0.69428	0.000254297	17639.8	3161	3109
S17	S10	S07	0.00689216	0.329416	0.741842	0.000211516	17625	3159.25	3116
S18	S10	S07	0.00677561	0.325511	0.744794	0.000207849	17627.5	3157.5	3115
S19	S10	S07	0.00653595	0.313789	0.753681	0.000200514	17626.2	3157	3116
S12	S11	S07	0.00250268	0.112737	0.910239	5.13388e-05	25190.8	2103	2092.5
S11	S13	S07	0.014093	0.618511	0.536238	0.000284823	25124.8	2095.75	2037.5
S11	S14	S07	0.00788539	0.359888	0.718931	0.000160136	25150.2	2093	2060.25
S11	S15	S07	0.00972272	0.442895	0.657841	0.000198031	25150.2	2103	2062.5
S11	S16	S07	0.00672753	0.300642	0.763688	0.000136911	25169.8	2095	2067
S11	S17	S07	0.0088283	0.398005	0.690626	0.000179695	25160.8	2099.75	2063
S11	S18	S07	0.00902201	0.407467	0.683665	0.000183362	25157.8	2097	2059.5
S11	S19	S07	0.00938628	0.422068	0.672975	0.000190697	25158.5	2097	2058
S12	S13	S07	0.0664412	1.51613	0.129487	0.000336147	51145	551.75	483
S12	S14	S07	0.0424332	1.0083	0.313309	0.000211467	51217	531.25	488
S12	S15	S07	0.0492754	1.19182	0.233331	0.00024936	51147.5	543	492
S12	S16	S07	0.0373968	0.90077	0.367711	0.000188242	51182.5	534	495.5
S12	S17	S07	0.0458627	1.10868	0.267568	0.000231025	51155	538.75	491.5
S12	S18	S07	0.046875	1.12641	0.259991	0.000234692	51148.8	536	488
S12	S19	S07	0.0483163	1.1571	0.247233	0.000242026	51143	537	487.5
S14	S13	S07	0.138965	1.71824	0.0857522	0.000124706	88129.5	104.5	79
S15	S13	S07	0.0995792	1.0433	0.296808	8.68087e-05	88087.5	98	80.25
S16	S13	S07	0.179792	2.33544	0.0195206	0.000147933	88152.5	99.25	69
S17	S13	S07	0.122507	1.49956	0.133728	0.000105147	88096.5	98.5	77
S18	S13	S07	0.118065	1.43464	0.151391	0.000101479	88011.5	98.25	77.5
S19	S13	S07	0.109843	1.29766	0.194403	9.41439e-05	88003.7	97.25	78
S14	S15	S07	0.179191	1.01608	0.309592	3.79009e-05	112462	25.5	17.75
S16	S14	S07	0.108571	0.541634	0.588071	2.32291e-05	112501	24.25	19.5
S14	S17	S07	0.0869565	0.5162	0.605715	1.95618e-05	112350	25	21
S14	S18	S07	0.107345	0.593038	0.553156	2.32296e-05	112265	24.5	19.75
S14	S19	S07	0.142857	0.798847	0.424379	3.05653e-05	112255	25	18.75
S16	S15	S07	0.238095	1.34151	0.179754	6.11291e-05	115179	32.5	20
S17	S15	S07	0.0967742	0.475976	0.634091	1.83395e-05	114888	21.25	17.5
S18	S15	S07	0.0697674	0.340266	0.733656	1.46717e-05	114831	23	20
S19	S15	S07	0.0337079	0.163384	0.870216	7.33589e-06	114839	23	21.5
S16	S17	S07	0.234899	1.3975	0.162263	4.27904e-05	117731	23	14.25
S16	S18	S07	0.253333	1.46967	0.141651	4.64581e-05	117709	23.5	14
S16	S19	S07	0.297297	1.63983	0.10104	5.37936e-05	117728	24	13
S17	S18	S07	0.12	0.244949	0.806496	3.66791e-06	151681	3.5	2.75
S17	S19	S07	0.290323	0.649181	0.516221	1.10037e-05	151796	5	2.75
S18	S19	S07	1	3.01176e-314	nan	7.33584e-06	179771	1.5	0
S09	S10	S08	0.0218914	1.73239	0.0832039	0.00169718	6764	6829.88	6537.25
S09	S08	S11	0.00295612	0.167457	0.86701	8.39588e-05	21268.2	2714.25	2698.25
S09	S08	S12	0.00410065	0.209678	0.833919	0.00011485	21258.2	2693.5	2671.5
S09	S08	S13	0.00680336	0.381603	0.702756	0.000192008	21164.2	2700.75	2664.25
S09	S08	S14	0.0073694	0.444239	0.65687	0.000207873	21171.8	2699.75	2660.25
S09	S08	S15	0.00918458	0.55771	0.577042	0.000258769	21165.8	2705.75	2656.5
S09	S08	S16	0.00955756	0.568367	0.569786	0.00026661	21164.5	2706.75	2655.5
S09	S08	S17	0.00756585	0.457206	0.647523	0.000213655	21169.2	2696.75	2656.25
S09	S08	S18	0.00718954	0.437714	0.661594	0.000202383	21167	2696.75	2658.25
S09	S08	S19	0.00751388	0.455066	0.649062	0.000211711	21167.5	2698.5	2658.25
S08	S10	S11	0.0114766	0.648115	0.516911	0.00031356	21419.9	2633	2573.25
S08	S10	S12	0.0337628	1.51415	0.129987	0.000920211	21379.4	2698.25	2522
S08	S10	S13	0.0375832	1.82438	0.0680944	0.00103257	21268.9	2709	2512.75
S08	S10	S14	0.0361619	1.78295	0.0745942	0.000990894	21273.4	2697	2508.75
S08	S10	S15	0.0356799	1.81775	0.0691028	0.000974905	21259.4	2692.25	2506.75
S08	S10	S16	0.0368057	1.84175	0.0655116	0.000996474	21256.1	2697.25	2505.75
S08	S10	S17	0.0371867	1.88165	0.0598837	0.0010197	21266.9	2695	2501.75
S08	S10	S18	0.0375571	1.89046	0.0586964	0.00102658	21264.6	2697	2501.75
S08	S10	S19	0.0371581	1.87656	0.0605779	0.00101669	21265.4	2697	2503.75
S12	S11	S08	0.00124555	0.080602	0.935758	5.62878e-05	13137.5	4320.75	4310
S11	S13	S08	0.0105386	0.706343	0.479975	0.000473893	13064.8	4339	4248.5
S11	S14	S08	0.00954487	0.640744	0.521689	0.000429384	13073.5	4336.5	4254.5
S11	S15	S08	0.0109296	0.728749	0.466155	0.00049222	13070	4347.25	4253.25
S11	S16	S08	0.0111779	0.744134	0.456795	0.000504002	13089	4353.5	4257.25
S11	S17	S08	0.00947895	0.630924	0.52809	0.000426765	13085	4339.75	4258.25
S11	S18	S08	0.00974375	0.647529	0.51729	0.000438547	13083	4339.5	4255.75
S11	S19	S08	0.0098912	0.658987	0.509904	0.000445093	13083.8	4339.25	4254.25
S12	S13	S08	0.0477313	1.52787	0.126545	0.000530153	37401.2	1111.25	1010
S12	S14	S08	0.0443303	1.34401	0.178944	0.000485646	37458	1092.5	999.75
S12	S15	S08	0.0494862	1.60228	0.109094	0.000548479	37390.8	1110.75	1006
S12	S16	S08	0.050436	1.62348	0.104486	0.00056026	37423.5	1114.25	1007.25
S12	S17	S08	0.0436635	1.4271	0.153552	0.000483028	37403	1102.5	1010.25
S12	S18	S08	0.0449144	1.4872	0.136961	0.000494809	37394.8	1099.25	1004.75
S12	S19	S08	0.0454492	1.51142	0.130682	0.000501354	37390.2	1101.25	1005.5
S14	S13	S08	0.0261137	0.327366	0.743391	4.45284e-05	73888.8	167	158.5
S13	S15	S08	0.0108696	0.148139	0.882233	1.8336e-05	73845.5	162.75	159.25
S13	S16	S08	0.0185634	0.253182	0.800128	3.01235e-05	73902	157.75	152
S17	S13	S08	0.028436	0.371889	0.709975	4.71476e-05	73857.5	162.75	153.75
S18	S13	S08	0.0211433	0.29146	0.7707	3.53611e-05	73773	163	156.25
S19	S13	S08	0.0173776	0.238411	0.811562	2.88129e-05	73764.2	161	155.5
S14	S15	S08	0.12766	0.975617	0.329254	6.28636e-05	98164.7	53	41
S14	S16	S08	0.150396	0.942713	0.345828	7.46505e-05	98196.8	54.5	40.25
S17	S14	S08	0.00636943	0.0455787	0.963646	2.61931e-06	98048.5	39.5	39
S14	S18	S08	0.022082	0.147726	0.882559	9.16761e-06	97964.1	40.5	38.75
S14	S19	S08	0.0382166	0.255301	0.798491	1.57159e-05	97953.3	40.75	37.75
S15	S16	S08	0.0218978	0.170186	0.864864	1.17877e-05	100872	52.5	50.25
S17	S15	S08	0.147929	1.04212	0.297358	6.54828e-05	100591	48.5	36
S18	S15	S08	0.123123	0.835502	0.403435	5.36965e-05	100530	46.75	36.5
